1th_purchase_product_id,2th_purchase_product_id,3th_purchase_product_id,4th_purchase_product_id,5th_purchase_product_id,6th_purchase_product_id,label
22114,22633,22111,22112,22866,22197,0
48111,48116,22968,22061,37495,22968,1
48111,48116,22968,22061,37495,22270,0
22699,23029,23245,22743,POST,22810,1
22699,23029,23245,22743,POST,21841,0
23168,22367,21499,22819,48184,22356,1
23168,22367,21499,22819,48184,21264,0
21080,22355,23301,21790,82001S,85123A,1
21080,22355,23301,21790,82001S,23243,0
22084,21792,22960,22722,22652,23166,1
22084,21792,22960,22722,22652,21062,0
85159B,84660A,85014B,22969,84581,22114,1
85159B,84660A,85014B,22969,84581,23118,0
22622,0,0,0,0,22720,1
22622,0,0,0,0,84976,0
84879,22622,23395,23396,0,72801C,1
84879,22622,23395,23396,0,47480,0
23254,23256,22662,22472,22474,23388,1
23254,23256,22662,22472,22474,23210,0
22845,20711,22386,85099C,85099B,21843,1
22845,20711,22386,85099C,85099B,85109,0
22607,23314,23527,23284,23313,23311,1
22607,23314,23527,23284,23313,23122,0
21756,48187,48185,21523,21524,48138,1
21756,48187,48185,21523,21524,22037,0
90185C,48138,90185D,22189,21746,22687,1
90185C,48138,90185D,22189,21746,22605,0
84879,21591,90161A,21034,23541,17014A,1
84879,21591,90161A,21034,23541,22429,0
21109,23495,22909,22910,22086,21535,1
21109,23495,22909,22910,22086,90010E,0
21080,90032,21143,22694,22523,21928,1
21080,90032,21143,22694,22523,84559B,0
22427,23285,82483,20914,23198,82483,1
22427,23285,82483,20914,23198,90010B,0
23343,23334,22124,22123,22689,23263,1
23343,23334,22124,22123,22689,20665,0
22600,22998,21754,22119,22508,22791,1
22600,22998,21754,22119,22508,22739,0
M,M,22851,22170,22910,M,1
M,M,22851,22170,22910,84685,0
22960,20772,21900,21868,79066K,20971,1
22960,20772,21900,21868,79066K,85017A,0
90200A,23263,90200E,90200D,90200B,23309,1
90200A,23263,90200E,90200D,90200B,21645,0
22847,21754,22326,22328,23012,84725,1
22847,21754,22326,22328,23012,23132,0
23306,22197,15058B,21084,85032C,23307,1
23306,22197,15058B,21084,85032C,84984B,0
21207,22097,23188,23050,23169,84596E,1
21207,22097,23188,23050,23169,90156,0
21933,23266,22217,23206,23321,22186,1
21933,23266,22217,23206,23321,22797,0
85048,22741,20772,20777,20766,22141,1
85048,22741,20772,20777,20766,23203,0
22992,22386,23439,22503,23301,23284,1
22992,22386,23439,22503,23301,90100,0
21623,22064,15044B,22487,84884A,22355,1
21623,22064,15044B,22487,84884A,22948,0
84406B,22925,23342,22470,22192,23092,1
84406B,22925,23342,22470,22192,21175,0
23510,22910,23345,23346,22978,21790,1
23510,22910,23345,23346,22978,22057,0
23389,22632,23239,23237,84947,85066,1
23389,22632,23239,23237,84947,22047,0
20727,22382,22457,84879,23343,23318,1
20727,22382,22457,84879,23343,16156L,0
85123A,23308,16238,22931,22930,23191,1
85123A,23308,16238,22931,22930,23254,0
17090A,21980,20724,23294,23271,22197,1
17090A,21980,20724,23294,23271,84534B,0
22741,22429,23283,22980,47590A,23091,1
22741,22429,23283,22980,47590A,23464,0
21903,22624,10133,22993,20996,22507,1
21903,22624,10133,22993,20996,22805,0
47566,48138,22469,22457,84520B,22087,1
47566,48138,22469,22457,84520B,22953,0
23431,23432,23329,22113,20839,22909,1
23431,23432,23329,22113,20839,21917,0
85099C,21929,85099B,85099F,21928,85099F,1
85099C,21929,85099B,85099F,21928,85124B,0
22694,85114B,85114C,22113,84946,21012,1
22694,85114B,85114C,22113,84946,85202,0
21257,22625,21257,23118,22625,22625,1
21257,22625,21257,23118,22625,22804,0
22842,23252,21673,21172,22840,BANK CHARGES,1
22842,23252,21673,21172,22840,85195,0
22740,22131,22138,23207,22139,21704,1
22740,22131,22138,23207,22139,85198,0
22693,22897,22432,22433,22431,21471,1
22693,22897,22432,22433,22431,21947,0
22356,21671,20723,20719,22355,84970S,1
22356,21671,20723,20719,22355,23146,0
21790,21791,22468,22940,22144,21328,1
21790,21791,22468,22940,22144,23197,0
23202,22646,22644,21892,22621,23033,1
23202,22646,22644,21892,22621,22900,0
23209,23108,23201,47566,47566,23233,1
23209,23108,23201,47566,47566,23015,0
23061,82483,23061,47566,22170,48184,1
23061,82483,23061,47566,22170,23310,0
16218,20971,20972,21891,21914,22423,1
16218,20971,20972,21891,21914,16016,0
79323B,85232B,21655,79323B,85232B,M,1
79323B,85232B,21655,79323B,85232B,21469,0
21890,23239,21429,22086,22139,22635,1
21890,23239,21429,22086,22139,21067,0
22294,21390,85175,22807,85123A,22413,1
22294,21390,85175,22807,85123A,90065B,0
21907,72799F,84987,21974,21210,22183,1
21907,72799F,84987,21974,21210,22943,0
84661B,22510,22512,22513,21285,22476,1
84661B,22510,22512,22513,21285,23373,0
POST,22838,22085,22714,71459,22839,1
POST,22838,22085,22714,71459,16012,0
23444,84945,84978,22178,23215,84947,1
23444,84945,84978,22178,23215,90209C,0
21872,22211,22563,22112,21640,22661,1
21872,22211,22563,22112,21640,21928,0
22969,23112,21430,22720,85232D,22192,1
22969,23112,21430,22720,85232D,22377,0
22297,21136,84950,84879,23322,84755,1
22297,21136,84950,84879,23322,90199C,0
22605,21415,21915,22620,22139,22525,1
22605,21415,21915,22620,22139,21544,0
21364,22271,21172,20963,22274,22570,1
21364,22271,21172,20963,22274,21288,0
22423,22610,16045,21992,47348A,20832,1
22423,22610,16045,21992,47348A,22287,0
35004G,35004B,22774,22423,48138,82001S,1
35004G,35004B,22774,22423,48138,22691,0
46000S,22498,21925,21927,21926,20766,1
46000S,22498,21925,21927,21926,21696,0
84755,21115,23444,21411,22115,22427,1
84755,21115,23444,21411,22115,21993,0
15058B,47599A,22907,22627,22625,20725,1
15058B,47599A,22907,22627,22625,20971,0
16008,22554,85071B,21932,22161,84380,1
16008,22554,85071B,21932,22161,21556,0
21888,23229,23570,22139,22367,21791,1
21888,23229,23570,22139,22367,23088,0
84879,85232D,22423,84843,21775,22629,1
84879,85232D,22423,84843,21775,21905,0
23194,23193,23177,23176,22900,84279B,1
23194,23193,23177,23176,22900,21329,0
21181,22505,47559B,21539,21154,21874,1
21181,22505,47559B,21539,21154,23100,0
46000S,84919,84907,21925,22696,22624,1
46000S,84919,84907,21925,22696,21745,0
22684,22193,16219,17003,22037,22193,1
22684,22193,16219,17003,22037,21609,0
21382,21670,75172,22035,21507,46138B,1
21382,21670,75172,22035,21507,22317,0
22843,22841,22839,22423,22907,22950,1
22843,22841,22839,22423,22907,21557,0
21137,22771,22507,21136,23284,21137,1
21137,22771,22507,21136,23284,21544,0
21326,84946,84946,23444,84945,47566B,1
21326,84946,84946,23444,84945,22779,0
21730,20727,23356,21479,20727,84658,1
21730,20727,23356,21479,20727,23177,0
21519,23298,47566,22726,84879,21519,1
21519,23298,47566,22726,84879,21055,0
22148,22090,22784,22281,20725,84375,1
22148,22090,22784,22281,20725,37501,0
23313,0,0,0,0,23171,1
23313,0,0,0,0,22199,0
22816,22973,21137,22041,23319,22858,1
22816,22973,21137,22041,23319,23337,0
15056BL,22726,22729,22727,22730,22111,1
15056BL,22726,22729,22727,22730,47579,0
22424,22846,23332,48138,82600,85152,1
22424,22846,23332,48138,82600,90174,0
22296,47566,21523,85123A,22470,71477,1
22296,47566,21523,85123A,22470,84798B,0
84375,85099F,22386,22722,22993,85049E,1
84375,85099F,22386,22722,22993,90200D,0
84029E,20727,21156,84050,22041,21107,1
84029E,20727,21156,84050,22041,21876,0
85015,22327,23388,23390,23389,22654,1
85015,22327,23388,23390,23389,22994,0
22286,22072,21843,22139,22499,22055,1
22286,22072,21843,22139,22499,16225,0
22423,22698,23163,22427,23163,22151,1
22423,22698,23163,22427,23163,23356,0
22798,22800,22801,21326,22791,23322,1
22798,22800,22801,21326,22791,21644,0
85099F,21928,20724,22356,20728,20727,1
85099F,21928,20724,22356,20728,21670,0
22055,22890,21926,21927,22351,22431,1
22055,22890,21926,21927,22351,72817,0
20725,47559B,22178,21035,23209,21035,1
20725,47559B,22178,21035,23209,20762,0
22560,23012,22151,84880,23328,22625,1
22560,23012,22151,84880,23328,21222,0
M,M,22943,23298,22669,POST,1
M,M,22943,23298,22669,44235,0
21121,22128,21080,23165,23167,23169,1
21121,22128,21080,23165,23167,22118,0
23236,21531,23240,23290,22972,23473,1
23236,21531,23240,23290,22972,84849D,0
20711,84029G,20723,20718,21931,21041,1
20711,84029G,20723,20718,21931,22747,0
21928,21745,22951,22417,84992,21745,1
21928,21745,22951,22417,84992,22170,0
22427,22105,21935,85174,21934,21993,1
22427,22105,21935,85174,21934,23128,0
21843,72760B,22236,22138,21212,POST,1
21843,72760B,22236,22138,21212,22708,0
82494L,23103,82486,22169,82482,82486,1
82494L,23103,82486,22169,82482,84921,0
22645,23301,37495,0,0,37495,1
22645,23301,37495,0,0,21899,0
84879,23321,23240,22770,23093,22510,1
84879,23321,23240,22770,23093,23512,0
16014,16015,16016,16014,0,16014,1
16014,16015,16016,16014,0,22464,0
22951,23207,23340,22909,23314,23178,1
22951,23207,23340,22909,23314,21380,0
23382,22838,22950,23376,23340,23245,1
23382,22838,22950,23376,23340,23435,0
23288,23324,20728,23347,84692,84991,1
23288,23324,20728,23347,84692,22983,0
22821,21172,22231,22265,85186C,22998,1
22821,21172,22231,22265,85186C,22792,0
23091,22965,22495,22480,22427,21773,1
23091,22965,22495,22480,22427,22512,0
20750,85123A,48138,85066,82484,22469,1
20750,85123A,48138,85066,82484,79190D,0
46000R,23307,21619,21617,22043,23582,1
46000R,23307,21619,21617,22043,84968C,0
22767,22771,22912,22147,22586,20749,1
22767,22771,22912,22147,22586,84596J,0
21877,22798,23342,21155,23203,22193,1
21877,22798,23342,21155,23203,72783,0
85141,21470,22423,84755,22722,21391,1
85141,21470,22423,84755,22722,23570,0
23399,23439,23331,20979,22077,22961,1
23399,23439,23331,20979,22077,21027,0
22946,23311,23318,22738,23319,21181,1
22946,23311,23318,22738,23319,22803,0
21314,82486,22865,84880,22508,84947,1
21314,82486,22865,84880,22508,22760,0
21485,22112,22749,22113,22111,22751,1
21485,22112,22749,22113,22111,21814,0
84949,84947,22801,84947,84947,21326,1
84949,84947,22801,84947,84947,22336,0
85123A,84380,22470,47566,22607,21238,1
85123A,84380,22470,47566,22607,85027L,0
21845,22563,21394,20679,21084,22421,1
21845,22563,21394,20679,21084,21402,0
23319,23350,22086,23351,23352,22030,1
23319,23350,22086,23351,23352,22158,0
23301,23300,22784,22789,84970L,22995,1
23301,23300,22784,22789,84970L,21156,0
22617,22138,22737,84380,22964,23020,1
22617,22138,22737,84380,22964,22095,0
16169E,22961,23511,22666,21731,POST,1
16169E,22961,23511,22666,21731,84466,0
22644,22753,21411,22969,16258A,20996,1
22644,22753,21411,22969,16258A,20675,0
22839,22847,22846,23198,23297,22847,1
22839,22847,22846,23198,23297,20658,0
21340,21340,22720,0,0,82494L,1
21340,21340,22720,0,0,90142D,0
21918,22357,23284,22720,21621,82580,1
21918,22357,23284,22720,21621,21811,0
22179,23064,22807,21743,79321,79302M,1
22179,23064,22807,21743,79321,21244,0
22619,23348,21892,22115,22593,22138,1
22619,23348,21892,22115,22593,21249,0
22557,23007,23008,22531,22530,20727,1
22557,23007,23008,22531,22530,72807C,0
22822,22379,22179,22584,20867,23299,1
22822,22379,22179,22584,20867,84789,0
22423,22178,21656,85024B,21666,23322,1
22423,22178,21656,85024B,21666,23293,0
22355,22348,21154,90166,21648,22374,1
22355,22348,21154,90166,21648,22982,0
23322,22595,22578,22579,22470,22464,1
23322,22595,22578,22579,22470,35816P,0
22569,22570,22644,22645,37450,21154,1
22569,22570,22644,22645,37450,21096,0
23166,23167,23287,23299,22961,21786,1
23166,23167,23287,23299,22961,84766,0
20771,84406B,23153,23110,84685,22578,1
20771,84406B,23153,23110,84685,79302M,0
23167,85099C,22624,85099B,85099F,23128,1
23167,85099C,22624,85099B,85099F,22293,0
84879,21824,21823,21643,21638,21638,1
84879,21824,21823,21643,21638,22174,0
22464,21500,20718,85099B,20724,84029E,1
22464,21500,20718,85099B,20724,85038,0
23230,22716,22607,71459,10125,22866,1
23230,22716,22607,71459,10125,21988,0
20728,22379,22466,23207,21559,22348,1
20728,22379,22466,23207,21559,85159A,0
84836,21498,21212,21977,22605,22178,1
84836,21498,21212,21977,22605,23142,0
84879,47566,23313,23298,22079,22910,1
84879,47566,23313,23298,22079,22746,0
23082,23206,22983,23209,20726,23079,1
23082,23206,22983,23209,20726,22487,0
84945,15036,15039,17003,16014,84950,1
84945,15036,15039,17003,16014,84638,0
47503A,21641,10133,16008,16259,22845,1
47503A,21641,10133,16008,16259,84508A,0
23307,23245,21929,21928,23306,22907,1
23307,23245,21929,21928,23306,22614,0
22424,22456,22429,84592,23036,22979,1
22424,22456,22429,84592,23036,21664,0
21791,22348,23570,22578,23487,21974,1
21791,22348,23570,22578,23487,22628,0
23173,23175,22652,22607,21891,23245,1
23173,23175,22652,22607,21891,23423,0
22646,22139,21704,21912,22550,22607,1
22646,22139,21704,21912,22550,84031A,0
23298,21787,21592,0,0,22386,1
23298,21787,21592,0,0,90014B,0
21463,21464,23176,21790,21912,15044A,1
21463,21464,23176,21790,21912,90177D,0
22479,23089,22892,23169,23189,47567B,1
22479,23089,22892,23169,23189,22530,0
23550,23301,23338,15056N,15056BL,23335,1
23550,23301,23338,15056N,15056BL,22945,0
22659,23079,22109,22441,22970,22710,1
22659,23079,22109,22441,22970,48173C,0
21824,21810,23212,22576,22158,23215,1
21824,21810,23212,22576,22158,90214S,0
84879,21136,22151,22296,22295,20831,1
84879,21136,22151,22296,22295,23484,0
22569,22110,20727,35591T,21889,22274,1
22569,22110,20727,35591T,21889,21704,0
20914,20914,37449,21156,47591D,37449,1
20914,20914,37449,21156,47591D,23203,0
23206,85123A,22467,22752,82484,22752,1
23206,85123A,22467,22752,82484,90195B,0
20659,21181,22817,22027,21385,85123A,1
20659,21181,22817,22027,21385,22430,0
22367,22460,22662,22383,21747,20723,1
22367,22460,22662,22383,21747,22466,0
16168M,22951,23382,22434,21126,22435,1
16168M,22951,23382,22434,21126,22130,0
15056N,22077,22423,15056BL,15056N,15056N,1
15056N,22077,22423,15056BL,15056N,23020,0
10135,21429,10135,0,0,10135,1
10135,21429,10135,0,0,21484,0
23084,22659,22631,22629,22616,22663,1
23084,22659,22631,22629,22616,21018,0
22718,22748,22746,22030,22178,22809,1
22718,22748,22746,22030,22178,22723,0
79321,22434,23032,23028,22805,47566,1
79321,22434,23032,23028,22805,22548,0
23084,21544,22467,21914,22906,22025,1
23084,21544,22467,21914,22906,84968E,0
23280,23241,23084,21034,23236,21034,1
23280,23241,23084,21034,23236,84875D,0
22071,15044D,47503H,23177,22139,22561,1
22071,15044D,47503H,23177,22139,22407,0
22937,21498,22720,22841,22807,21534,1
22937,21498,22720,22841,22807,22228,0
23298,85014A,85014B,40016,72800B,22498,1
23298,85014A,85014B,40016,72800B,47504K,0
21506,21063,21062,21498,21497,22033,1
21506,21063,21062,21498,21497,47013C,0
22960,22624,23298,23175,22569,22759,1
22960,22624,23298,23175,22569,90210D,0
21877,21731,21914,85123A,23004,22963,1
21877,21731,21914,85123A,23004,21055,0
22437,22435,22457,22090,21755,21865,1
22437,22435,22457,22090,21755,22555,0
22772,23320,21673,21671,21670,21669,1
22772,23320,21673,21671,21670,20718,0
23203,85036A,85099C,23007,16168M,21473,1
23203,85036A,85099C,23007,16168M,22844,0
21154,22652,21754,51014C,20679,21786,1
21154,22652,21754,51014C,20679,21201,0
22992,23193,47504K,22349,22350,22349,1
22992,23193,47504K,22349,22350,82578,0
22356,23099,72807C,37495,22792,72807C,1
22356,23099,72807C,37495,22792,23015,0
23203,23200,23199,23275,23426,21137,1
23203,23200,23199,23275,23426,20666,0
22784,22784,22801,21326,22632,20839,1
22784,22784,22801,21326,22632,23158,0
22457,84997D,22457,22456,85123A,22456,1
22457,84997D,22457,22456,85123A,23398,0
22891,22111,23547,23580,23564,84406B,1
22891,22111,23547,23580,23564,23101,0
22771,23128,84879,35004B,23065,22467,1
22771,23128,84879,35004B,23065,85184C,0
23429,22489,22150,21990,23084,22732,1
23429,22489,22150,21990,23084,22575,0
22508,84836,22578,22579,21824,21381,1
22508,84836,22578,22579,21824,90188,0
22935,84380,23127,23128,23126,22147,1
22935,84380,23127,23128,23126,35915C,0
23101,23100,23547,22076,22077,22111,1
23101,23100,23547,22076,22077,48111,0
22570,22865,22417,84992,23155,22866,1
22570,22865,22417,84992,23155,20773,0
23263,23243,20707,21218,22508,82600,1
23263,23243,20707,21218,22508,22438,0
85014A,15056P,15056BL,15056BL,15056BL,15056N,1
85014A,15056P,15056BL,15056BL,15056BL,85227,0
22433,84945,22969,20749,16156S,22708,1
22433,84945,22969,20749,16156S,22403,0
21621,21626,23350,0,0,20914,1
21621,21626,23350,0,0,84415A,0
22196,22195,22558,21155,22327,84931B,1
22196,22195,22558,21155,22327,23071,0
21790,20719,22355,23204,20724,22402,1
21790,20719,22355,23204,20724,22849,0
22814,21407,84378,22336,22983,84247K,1
22814,21407,84378,22336,22983,90210A,0
23272,22646,22584,23333,23330,23343,1
23272,22646,22584,23333,23330,22925,0
72802B,22890,22649,72807C,72807B,21470,1
72802B,22890,22649,72807C,72807B,21473,0
23084,23439,23083,21034,23077,22789,1
23084,23439,23083,21034,23077,22832,0
23256,21843,20676,21907,22927,21713,1
23256,21843,20676,21907,22927,21867,0
22510,22796,22107,22513,22511,21175,1
22510,22796,22107,22513,22511,85188B,0
22355,21983,22098,22096,22979,21394,1
22355,21983,22098,22096,22979,22430,0
23426,22928,22169,22867,23439,23081,1
23426,22928,22169,22867,23439,23341,0
22180,22424,72760B,82484,22763,22072,1
22180,22424,72760B,82484,22763,22113,0
20724,23209,20724,23209,23209,23436,1
20724,23209,20724,23209,23209,22171,0
22121,22996,23342,23245,21159,21914,1
22121,22996,23342,23245,21159,23519,0
22892,21915,84978,23206,23083,21311,1
22892,21915,84978,23206,23083,22957,0
75049L,75049L,75131,85150,22607,22627,1
75049L,75049L,75131,85150,22607,47369A,0
21417,23234,84879,21415,21136,22776,1
21417,23234,84879,21415,21136,22804,0
22727,48187,21535,21210,84378,21977,1
22727,48187,21535,21210,84378,21187,0
21733,22469,23099,22804,82484,21733,1
21733,22469,23099,22804,82484,22039,0
82567,23298,22423,21539,82578,23245,1
82567,23298,22423,21539,82578,23047,0
82482,23070,23069,23090,23329,23287,1
82482,23070,23069,23090,23329,21094,0
22326,37342,21671,21672,21673,21671,1
22326,37342,21671,21672,21673,23126,0
23146,23013,82486,23444,22801,21390,1
23146,23013,82486,23444,22801,85049B,0
23403,84879,21407,23406,23400,22427,1
23403,84879,21407,23406,23400,22906,0
22721,22720,22722,82583,84924A,22498,1
22721,22720,22722,82583,84924A,20686,0
22294,23147,23263,22602,23228,23432,1
22294,23147,23263,22602,23228,22209,0
82552,21524,22602,22469,23176,23403,1
82552,21524,22602,22469,23176,71459,0
23075,23174,23170,23172,23173,23359,1
23075,23174,23170,23172,23173,90065A,0
84078A,23204,22969,47566,23061,23301,1
84078A,23204,22969,47566,23061,37491B,0
21903,20728,21172,21089,15058C,82482,1
21903,20728,21172,21089,15058C,90166,0
21216,21154,21115,22570,84879,84879,1
21216,21154,21115,22570,84879,90174,0
22154,22574,22573,35970,22144,22940,1
22154,22574,22573,35970,22144,22351,0
23167,23298,22469,23226,23228,23243,1
23167,23298,22469,23226,23228,23041,0
22502,21430,22841,0,0,21215,1
22502,21430,22841,0,0,90197B,0
23356,21931,23133,21929,23344,23355,1
23356,21931,23133,21929,23344,23250,0
23398,22600,22867,22621,21533,84378,1
23398,22600,22867,22621,21533,17084J,0
22855,22669,22469,85099B,22487,22722,1
22855,22669,22469,85099B,22487,20679,0
22602,22723,23068,23061,47566B,23148,1
22602,22723,23068,23061,47566B,23536,0
20727,22296,22745,22139,23177,23275,1
20727,22296,22745,22139,23177,22871,0
22776,22720,47566,21213,22776,21429,1
22776,22720,47566,21213,22776,71459,0
22960,16161P,21499,21500,21503,23301,1
22960,16161P,21499,21500,21503,79030D,0
22485,22784,22794,22759,21986,84596F,1
22485,22784,22794,22759,21986,90002D,0
23240,20979,23051,21889,23307,23240,1
23240,20979,23051,21889,23307,84970S,0
20713,22383,22610,21931,20727,23209,1
20713,22383,22610,21931,20727,23229,0
23153,23110,21485,22644,23423,85048,1
23153,23110,21485,22644,23423,22788,0
85123A,23349,22113,22086,22909,23234,1
85123A,23349,22113,22086,22909,22598,0
20978,22585,22208,85017B,22582,22583,1
20978,22585,22208,85017B,22582,85169D,0
22693,48184,48194,48116,48194,48116,1
22693,48184,48194,48116,48194,22236,0
22077,84816,22745,22835,22112,23394,1
22077,84816,22745,22835,22112,22776,0
22492,22536,22466,23298,22090,22634,1
22492,22536,22466,23298,22090,23512,0
22195,84378,84050,48194,22196,21509,1
22195,84378,84050,48194,22196,21686,0
23332,23329,23333,23356,21485,22727,1
23332,23329,23333,23356,21485,22971,0
23083,23215,22197,23243,22924,23113,1
23083,23215,22197,23243,22924,22852,0
37447,37450,22063,37446,23076,37447,1
37447,37450,22063,37446,23076,20794,0
23321,22303,22782,85099C,23199,21930,1
23321,22303,22782,85099C,23199,84997D,0
22413,22698,22699,22960,22697,84536B,1
22413,22698,22699,22960,22697,21955,0
23031,23251,21523,22607,22515,22074,1
23031,23251,21523,22607,22515,85095,0
22666,22560,22651,85176,85178,22624,1
22666,22560,22651,85176,85178,21930,0
22867,85123A,21733,22154,22596,23109,1
22867,85123A,21733,22154,22596,90130B,0
20981,21983,22795,21985,84945,48129,1
20981,21983,22795,21985,84945,22416,0
22110,22409,22698,22697,82582,21899,1
22110,22409,22698,22697,82582,90184A,0
21089,23301,23109,21933,35648,35809A,1
21089,23301,23109,21933,35648,22841,0
23081,23172,23081,84991,22938,22927,1
23081,23172,23081,84991,22938,22232,0
23022,23022,23055,23207,23299,84992,1
23022,23022,23055,23207,23299,23401,0
23112,23112,POST,21499,22423,23245,1
23112,23112,POST,21499,22423,23250,0
62096A,15036,22384,20728,20726,22470,1
62096A,15036,22384,20728,20726,90202D,0
84459A,21472,21981,21983,85123A,84459A,1
84459A,21472,21981,21983,85123A,22746,0
22952,85049A,22086,22950,22910,23284,1
22952,85049A,22086,22950,22910,37467,0
72817,85032A,22601,85199S,22077,22442,1
72817,85032A,22601,85199S,22077,21955,0
23170,23008,23171,22698,22699,22734,1
23170,23008,23171,22698,22699,17084P,0
23480,22026,23475,23343,23583,22047,1
23480,22026,23475,23343,23583,85169A,0
85035C,21918,23581,22111,21485,22718,1
85035C,21918,23581,22111,21485,22530,0
84946,21810,21326,22120,22579,16045,1
84946,21810,21326,22120,22579,23417,0
23204,23293,22720,22352,22663,20727,1
23204,23293,22720,22352,22663,21637,0
23284,23080,20724,23284,20801,21928,1
23284,23080,20724,23284,20801,23169,0
22605,22457,84795B,85017B,23298,22605,1
22605,22457,84795B,85017B,23298,21615,0
22946,POST,22720,22946,22042,23298,1
22946,POST,22720,22946,22042,22024,0
21232,21985,51014A,51014L,22753,85152,1
21232,21985,51014A,51014L,22753,23036,0
23300,21976,23397,23205,22661,72586,1
23300,21976,23397,23205,22661,90160D,0
23404,21218,23130,22424,22576,16045,1
23404,21218,23130,22424,22576,84661A,0
16008,21992,20984,22211,20992,22609,1
16008,21992,20984,22211,20992,22738,0
22437,21136,84879,23084,23201,20711,1
22437,21136,84879,23084,23201,22684,0
22956,23552,23238,22710,22727,22422,1
22956,23552,23238,22710,22727,22040,0
22908,22831,22557,22726,22728,23265,1
22908,22831,22557,22726,22728,21785,0
23188,23346,23285,23286,23293,23188,1
23188,23346,23285,23286,23293,22076,0
85172,22678,23032,23034,23031,23321,1
85172,22678,23032,23034,23031,20772,0
84946,84947,21955,23297,23293,22570,1
84946,84947,21955,23297,23293,79067,0
84978,22423,22595,84658,84978,23396,1
84978,22423,22595,84658,84978,22266,0
84879,22616,85231B,22795,82483,72232,1
84879,22616,85231B,22795,82483,84006,0
23301,23355,23284,23355,23284,23355,1
23301,23355,23284,23355,23284,21132,0
84946,22963,22961,21684,22962,M,1
84946,22963,22961,21684,22962,21161,0
20803,84596B,21394,85202,85194L,22592,1
20803,84596B,21394,85202,85194L,22081,0
85123A,85014A,0,0,0,85099C,1
85123A,85014A,0,0,0,23485,0
22953,21902,22652,22976,22977,21878,1
22953,21902,22652,22976,22977,22088,0
23307,22327,22382,72818,22598,84596B,1
23307,22327,22382,72818,22598,20772,0
23061,21745,22189,23333,84352,23399,1
23061,21745,22189,23333,84352,22950,0
22898,22899,21210,22667,22666,21975,1
22898,22899,21210,22667,22666,72351A,0
23096,23481,22952,21034,22726,22738,1
23096,23481,22952,21034,22726,35638A,0
22945,22086,22114,23485,23534,22723,1
22945,22086,22114,23485,23534,23359,0
21905,84884A,22296,23301,23091,21390,1
21905,84884A,22296,23301,23091,48194,0
21621,0,0,0,0,47566,1
21621,0,0,0,0,21722,0
23452,23397,23460,23486,85038,23407,1
23452,23397,23460,23486,85038,21977,0
23155,82484,85123A,85099B,21700,23201,1
23155,82484,85123A,85099B,21700,79323P,0
85099C,85099C,23344,23343,23344,23199,1
85099C,85099C,23344,23343,23344,22785,0
22669,22465,85123A,22727,22726,22690,1
22669,22465,85123A,22727,22726,85184C,0
85099B,85099F,22906,22558,22567,22197,1
85099B,85099F,22906,22558,22567,22536,0
22119,23396,23185,21591,46000S,22776,1
22119,23396,23185,21591,46000S,20718,0
22941,22812,21889,0,0,22733,1
22941,22812,21889,0,0,21678,0
90119,90085,23552,22726,23498,23023,1
90119,90085,23552,22726,23498,90161B,0
85099F,22663,23203,20712,0,23165,1
85099F,22663,23203,20712,0,22763,0
21421,85123A,20967,22557,85203,23144,1
21421,85123A,20967,22557,85203,22690,0
21340,21340,21340,22196,22128,22530,1
21340,21340,21340,22196,22128,22315,0
23249,22791,23090,23287,23286,21830,1
23249,22791,23090,23287,23286,22801,0
22986,82484,82583,22030,21900,22261,1
22986,82484,82583,22030,21900,21253,0
23203,21192,84406B,23109,23082,84536A,1
23203,21192,84406B,23109,23082,22769,0
21136,23032,23028,22403,84879,23395,1
21136,23032,23028,22403,84879,22646,0
84792,22178,84457,22944,22262,21135,1
84792,22178,84457,22944,22262,84429A,0
84755,85123A,21813,21187,22175,84945,1
84755,85123A,21813,21187,22175,20733,0
22961,21166,21175,21908,21210,47566,1
22961,21166,21175,21908,21210,21095,0
21136,84755,23283,84879,22980,23057,1
21136,84755,23283,84879,22980,22813,0
82484,82494L,22141,22794,0,21523,1
82484,82494L,22141,22794,0,21128,0
22197,20685,85099B,0,0,85099B,1
22197,20685,85099B,0,0,21561,0
85152,85150,21588,22112,22113,16169E,1
85152,85150,21588,22112,22113,23181,0
22585,21982,20998,22246,23328,23152,1
22585,21982,20998,22246,23328,22677,0
22809,22188,22078,21609,22796,82486,1
22809,22188,22078,21609,22796,20932,0
21955,20685,85123A,48185,21733,16011,1
21955,20685,85123A,48185,21733,23038,0
23165,84519B,23050,M,23166,23190,1
23165,84519B,23050,M,23166,22601,0
22574,23393,22077,22082,23397,85123A,1
22574,23393,22077,22082,23397,22216,0
23328,21194,22964,21463,21507,22154,1
23328,21194,22964,21463,21507,21576,0
22288,82552,22427,48194,21107,23424,1
22288,82552,22427,48194,21107,23083,0
46000M,46000S,84997A,84997C,84997B,22457,1
46000M,46000S,84997A,84997C,84997B,20677,0
21841,22436,22643,22640,22642,84077,1
21841,22436,22643,22640,22642,90200D,0
85123A,21733,0,0,0,85123A,1
85123A,21733,0,0,0,84247E,0
22266,23300,23301,22267,23407,22698,1
22266,23300,23301,22267,23407,22109,0
23084,23570,21914,22776,21558,21328,1
23084,23570,21914,22776,21558,22555,0
22179,82001S,21137,22779,85123A,22372,1
22179,82001S,21137,22779,85123A,20769,0
