CustomerID,Description,InvoiceNo,StockCode,Quantity,InvoiceDate,UnitPrice,Country
13169.0,FRENCH BLUE METAL DOOR SIGN 8,572302,22683,1,10/23/2011 14:47,1.25,United Kingdom
13171.0,BLUE/YELLOW CERAMIC CANDLE HOLDER,560393,37491B,4,7/18/2011 13:33,1.65,United Kingdom
13173.0,PACK 6 HEART/ICE-CREAM PATCHES,575491,84569D,12,11/9/2011 17:47,1.25,United Kingdom
13174.0,EASTER CRAFT 4 CHICKS ,578781,22148,2,11/25/2011 11:54,1.95,United Kingdom
13178.0,SET 36 COLOURING PENCILS DOILY,579152,23370,16,11/28/2011 13:26,1.25,Germany
13186.0,PINK BUTTERFLY WASHBAG,580296,84922,1,12/2/2011 13:49,4.25,United Kingdom
13189.0,COLOURFUL FLOWER FRUIT BOWL,569236,35265,2,10/2/2011 15:49,1.95,United Kingdom
13198.0,KEY RING BASEBALL BOOT UNION JACK,576058,23501,60,11/13/2011 15:15,1.25,United Kingdom
13207.0,CHARLIE + LOLA BISCUITS TINS,552823,85132A,6,5/11/2011 13:06,1.95,United Kingdom
13209.0,BLUE  VOILE LAMPSHADE,574686,47351B,4,11/6/2011 13:00,2.95,United Kingdom
13211.0,PLASTERS IN TIN CIRCUS PARADE ,578921,22556,1,11/27/2011 11:57,1.65,United Kingdom
13213.0,PAINTED YELLOW WOODEN DAISY,559539,21455,3,7/10/2011 12:28,0.85,United Kingdom
13217.0,BATHROOM HOOK,581015,23417,12,12/7/2011 9:35,0.39,United Kingdom
13223.0,"LETTER ""H"" BLING KEY RING",581191,90214H,1,12/7/2011 16:56,0.29,United Kingdom
13224.0,PINK MARSHMALLOW SCARF KNITTING KIT,536576,82615,36,12/1/2010 16:11,2.55,United Kingdom
13225.0,WALL MIRROR RECTANGLE DIAMANTE PINK,578307,22166,1,11/23/2011 15:53,7.95,United Kingdom
13233.0,SET OF 12  VINTAGE POSTCARD SET,577537,85015,24,11/20/2011 14:17,0.65,United Kingdom
13240.0,AIRLINE BAG VINTAGE TOKYO 78,572913,22371,4,10/26/2011 16:21,4.25,United Kingdom
13247.0,PAINTED LIGHTBULB RAINBOW DESIGN,562203,79144C,6,8/3/2011 12:50,0.42,United Kingdom
13248.0,DECORATION SITTING BUNNY,572216,22268,10,10/21/2011 12:56,0.19,United Kingdom
13249.0,LUNCH BAG SUKI  DESIGN ,549153,22383,10,4/6/2011 15:47,1.65,United Kingdom
13253.0,TOOTHPASTE TUBE PEN,578251,22422,7,11/23/2011 12:45,0.65,United Kingdom
13265.0,NUMBER TILE COTTAGE GARDEN 7,550488,22875,1,4/18/2011 14:27,1.95,United Kingdom
13266.0,PINK YELLOW PATCH CUSHION COVER,556051,84907,2,6/8/2011 13:09,7.65,United Kingdom
13267.0,ZINC FINISH 15CM PLANTER POTS,550918,84763,24,4/21/2011 14:03,1.25,United Kingdom
13268.0,ROUND PINK HEART MIRROR,573915,85020,2,11/1/2011 15:55,2.1,United Kingdom
13269.0,SMALL PINK GLASS SUNDAE DISH,551531,20803,6,5/1/2011 13:45,0.39,United Kingdom
13271.0,BLUE HAPPY BIRTHDAY BUNTING,573029,47590A,1,10/27/2011 13:33,5.45,United Kingdom
13272.0,SET OF 4 NAPKIN CHARMS INSTRUMENT,562095,22641,1,8/2/2011 13:15,2.55,United Kingdom
13276.0,NUMBER TILE COTTAGE GARDEN 8,549915,22876,8,4/13/2011 9:32,1.95,United Kingdom
13280.0,SILVER 2 STRAND NECKLACE-LEAF CHARM,577315,90189A,1,11/18/2011 13:25,7.5,United Kingdom
13283.0,MAGIC DRAWING SLATE GO TO THE FAIR ,574683,22529,1,11/6/2011 12:50,0.42,United Kingdom
13284.0,SMOKEY GREY COLOUR GLASS,575896,79051A,48,11/11/2011 14:52,0.29,Germany
13292.0,RUSTIC STRAWBERRY JAM POT SMALL,570672,23325,12,10/11/2011 14:52,1.65,France
13294.0,DIAMANTE NECKLACE PURPLE,558099,90176D,2,6/26/2011 13:45,7.5,United Kingdom
13295.0,FIRE POLISHED GLASS BRACELET GREEN,562031,90039D,2,8/1/2011 17:37,3.75,United Kingdom
13297.0,CUTE RABBIT CEATURE SCREEN ,563739,84732D,9,8/18/2011 20:05,0.39,United Kingdom
13305.0,NEWSPAPER STAND,537659,22765,23,12/7/2010 16:43,9.89,United Kingdom
13308.0,FELTCRAFT 6 FLOWER FRIENDS,575692,22149,3,11/10/2011 16:27,2.1,France
13309.0,BATHROOM HOOK,581015,23417,12,12/7/2011 9:35,0.39,United Kingdom
13311.0,PARTY PIZZA DISH BLUE POLKADOT,569261,22345,2,10/3/2011 11:34,0.85,United Kingdom
13313.0,WHITE WICKER STAR ,578088,23323,2,11/22/2011 16:47,2.1,United Kingdom
13314.0,MINI PLAYING CARDS DOLLY GIRL ,578921,23508,2,11/27/2011 11:57,0.42,United Kingdom
13316.0,RED METAL BOX TOP SECRET,578921,23080,1,11/27/2011 11:57,8.25,United Kingdom
13317.0,ICON MUG REVOLUTIONARY,572317,37413,6,10/23/2011 16:13,0.39,United Kingdom
13318.0,SET OF 4 NAPKIN CHARMS LEAVES   ,572309,22643,1,10/23/2011 15:29,2.55,United Kingdom
13319.0,PARTY CONES CARNIVAL ASSORTED,546435,22127,12,3/14/2011 9:37,1.25,United Kingdom
13321.0,HANGING HEART ZINC T-LIGHT HOLDER,574686,84970S,4,11/6/2011 13:00,0.85,United Kingdom
13324.0,METAL BASE FOR CANDLES,537844,71215,1,12/8/2010 15:17,0.42,United Kingdom
13327.0,POTTING SHED ROSE CANDLE,546013,21898,1,3/8/2011 16:38,2.95,United Kingdom
13343.0,ROSE CARAVAN DOORSTOP,580399,21115,2,12/4/2011 11:45,1.95,United Kingdom
13345.0,MAKE YOUR OWN PLAYTIME CARD KIT,577503,22742,2,11/20/2011 12:34,2.95,United Kingdom
13359.0,SKULLS STORAGE BOX LARGE,574444,21425,3,11/4/2011 11:41,2.95,United Kingdom
13363.0,DINOSAUR LUNCH BOX WITH CUTLERY,580958,21561,1,12/6/2011 14:30,2.55,United Kingdom
13365.0,SET OF 3 WOODEN SLEIGH DECORATIONS,574063,23264,1,11/2/2011 14:31,1.25,United Kingdom
13369.0,LADLE LOVE HEART RED ,537219,22134,6,12/5/2010 15:47,0.42,United Kingdom
13370.0,PAINT YOUR OWN CANVAS SET,575491,22493,3,11/9/2011 17:47,1.65,United Kingdom
13373.0,PORCELAIN ROSE SMALL,577537,21422,16,11/20/2011 14:17,0.85,United Kingdom
13381.0,SMALL SILVER FLOWER CANDLE POT,572667,21695,6,10/25/2011 13:05,2.95,United Kingdom
13389.0,RUSTIC STRAWBERRY JAM POT SMALL,570672,23325,12,10/11/2011 14:52,1.65,France
13394.0,SKULLS TAPE,579152,21882,12,11/28/2011 13:26,0.65,Germany
13397.0,CARD DOG AND BALL ,566737,22717,12,9/14/2011 14:26,0.42,United Kingdom
13402.0,FOLDING MIRROR RED  ,553134,23281,6,5/13/2011 12:50,0.83,United Kingdom
13408.0,GIRLS VINTAGE TIN SEASIDE BUCKET,578921,21715,1,11/27/2011 11:57,2.55,United Kingdom
13416.0,GRASS HOPPER WOODEN WALL CLOCK ,576364,84663A,4,11/14/2011 17:40,0.79,United Kingdom
13420.0,PINK VINTAGE SPOT BEAKER,578921,23285,1,11/27/2011 11:57,0.85,United Kingdom
13426.0,DOORMAT TOPIARY,579286,48129,1,11/29/2011 10:57,8.25,United Kingdom
13430.0,PINK FAIRY CAKE CHILDRENS APRON,578307,47591D,4,11/23/2011 15:53,1.95,United Kingdom
13434.0,WHITE SAGE INCENSE,579091,21167,72,11/28/2011 10:49,0.21,United Kingdom
13447.0,SET OF 12 T-LIGHTS VINTAGE DOILEY,563111,23359,12,8/12/2011 11:08,1.95,United Kingdom
13448.0,WALL TIDY RETROSPOT ,564079,22378,5,8/22/2011 15:55,2.1,Germany
13451.0,75 BLACK PETIT FOUR CASES,550818,84993B,1,4/20/2011 17:10,0.42,United Kingdom
13453.0,RED RETROSPOT SHOPPER BAG,572350,20718,1,10/24/2011 11:33,1.25,United Kingdom
13455.0,KITTENS DESIGN FLANNEL,581335,21944,12,12/8/2011 12:07,0.39,United Kingdom
13458.0,EGG CUP HENRIETTA HEN CREAM ,577302,23568,2,11/18/2011 12:57,1.25,United Kingdom
13460.0,ZINC WIRE KITCHEN ORGANISER,578488,23143,1,11/24/2011 12:53,10.4,Portugal
13462.0,NUMBER TILE VINTAGE FONT 3,576518,22882,2,11/15/2011 12:25,1.95,United Kingdom
13466.0,BLUE PAISLEY SKETCHBOOK,571054,20761,1,10/13/2011 13:58,3.75,United Kingdom
13467.0,GREEN ENAMEL+GLASS HAIR COMB,562204,90209B,1,8/3/2011 12:54,2.1,United Kingdom
13468.0,ASS COL CIRCLE MOBILE ,551991,44235,7,5/5/2011 15:29,0.42,United Kingdom
13470.0,SMALL POPCORN HOLDER,557414,22197,12,6/20/2011 11:42,0.85,United Kingdom
13471.0,STAR T-LIGHT HOLDER WILLIE WINKIE,574297,23274,12,11/3/2011 15:54,1.65,United Kingdom
13475.0,RECTANGULAR SHAPED MIRROR,559205,84976,72,7/7/2011 11:10,0.79,United Kingdom
13476.0,GREEN POLKADOT BOWL,570672,20674,16,10/11/2011 14:52,1.25,France
13479.0,BOOM BOX SPEAKER BOYS,577049,21064,2,11/17/2011 13:58,5.95,United Kingdom
13486.0,BAG 250g SWIRLY MARBLES,574686,21704,2,11/6/2011 13:00,0.85,United Kingdom
13495.0,BOTANICAL ROSE GREETING CARD,546314,22033,12,3/10/2011 19:05,0.42,United Kingdom
13497.0,75 GREEN PETIT FOUR CASES,563922,84993A,1,8/21/2011 14:10,0.42,United Kingdom
13499.0,EIGHT PIECE SNAKE  SET,577026,21828,6,11/17/2011 12:55,1.25,United Kingdom
13500.0,POPCORN HOLDER,578781,22197,1,11/25/2011 11:54,0.85,United Kingdom
13501.0,HAPPY EASTER HANGING DECORATION,545021,22270,4,2/25/2011 14:11,3.75,United Kingdom
13505.0,BABY MOUSE RED GINGHAM DRESS,579286,21841,1,11/29/2011 10:57,4.25,United Kingdom
13510.0,WHITE GOOSE FEATHER TREE 60CM ,574706,21264,12,11/6/2011 14:06,1.95,United Kingdom
13515.0,SET OF TEA COFFEE SUGAR TINS PANTRY,579152,23243,4,11/28/2011 13:26,4.95,Germany
13516.0,PARTY INVITES SPACEMAN,577302,21062,2,11/18/2011 12:57,0.85,United Kingdom
13517.0,PARISIENNE JEWELLERY DRAWER ,572613,23118,4,10/25/2011 11:28,7.5,United Kingdom
13519.0,RECTANGULAR SHAPED MIRROR,559205,84976,72,7/7/2011 11:10,0.79,United Kingdom
13525.0,HANGING PHOTO CLIP ROPE LADDER,572921,47480,2,10/26/2011 16:57,1.65,United Kingdom
13529.0,WHITE ROCKING HORSE HAND PAINTED,578781,23210,1,11/25/2011 11:54,1.25,United Kingdom
13531.0,PINK BOUDOIR T-LIGHT HOLDER,539470,85109,12,12/19/2010 14:03,0.85,United Kingdom
13536.0,PARTY CHARMS 50 PIECES,575868,23122,12,11/11/2011 12:44,0.83,United Kingdom
13538.0,ROBOT BIRTHDAY CARD,572302,22037,12,10/23/2011 14:47,0.42,United Kingdom
13539.0,WOODEN CROQUET GARDEN SET,578074,22605,1,11/22/2011 16:06,14.95,United Kingdom
13544.0,ENAMEL MEASURING JUG CREAM,578921,22429,1,11/27/2011 11:57,4.25,United Kingdom
13546.0,AMBER GLASS/SILVER BRACELET,551280,90010E,2,4/27/2011 13:31,8.95,United Kingdom
13548.0,3D SHEET OF CAT STICKERS,572720,84559B,1,10/25/2011 15:04,0.85,United Kingdom
13549.0,BLACK/WHITE GLASS/SILVER BRACELET,549550,90010B,2,4/10/2011 11:45,8.95,United Kingdom
13555.0,RED RETROSPOT PURSE ,570672,20665,6,10/11/2011 14:52,2.95,France
13558.0,RIBBON REEL CHRISTMAS SOCK BAUBLE,578088,22739,5,11/22/2011 16:47,1.65,United Kingdom
13564.0,BEACH HUT KEY CABINET,554077,84685,4,5/22/2011 11:34,3.75,United Kingdom
13565.0,ENVELOPE 50 ROMANTIC IMAGES,548714,85017A,2,4/3/2011 15:07,0.85,United Kingdom
13566.0,ASSORTED TUTTI FRUTTI ROUND BOX,C540307,21645,-24,1/6/2011 12:58,1.65,United Kingdom
13569.0,SMALL IVORY HEART WALL ORGANISER,571682,23132,1,10/18/2011 14:00,5.75,United Kingdom
13571.0,RED PEONY CUSHION COVER ,562427,84984B,2,8/4/2011 17:19,4.65,United Kingdom
13573.0,RESIN BRACELET W PASTEL BEADS,565445,90156,1,9/4/2011 14:50,4.95,United Kingdom
13575.0,CHEST OF DRAWERS GINGHAM HEART ,569897,22797,1,10/6/2011 16:01,16.95,United Kingdom
13579.0,JUMBO BAG VINTAGE DOILY ,578921,23203,1,11/27/2011 11:57,2.08,United Kingdom
13587.0,NECKLACE+BRACELET SET PINK DAISY,544887,90100,1,2/24/2011 11:54,2.55,United Kingdom
13591.0,METAL DECORATION NAUGHTY CHILDREN ,578921,22948,1,11/27/2011 11:57,0.85,United Kingdom
13593.0,GIN AND TONIC DIET METAL SIGN,579946,21175,2,12/1/2011 10:44,2.55,United Kingdom
13596.0,CERAMIC PLATE STRAWBERRY DESIGN,574251,22057,12,11/3/2011 13:22,1.49,United Kingdom
13598.0,EMPIRE GIFT WRAP,576554,22047,25,11/15/2011 12:57,0.42,United Kingdom
13599.0,WRAP CAROUSEL,567915,16156L,25,9/22/2011 17:15,0.42,France
13601.0,KIDS CUTLERY DOLLY GIRL ,554084,23254,4,5/22/2011 11:52,4.15,United Kingdom
13606.0,FAIRY CAKE NOTEBOOK A5 SIZE,541658,84534B,1,1/20/2011 12:16,0.85,United Kingdom
13611.0,VINTAGE ZINC WATERING CAN SMALL,576518,23464,1,11/15/2011 12:25,4.95,United Kingdom
13614.0,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,579027,22805,36,11/28/2011 10:20,1.25,United Kingdom
13615.0,BIRTHDAY PARTY CORDON BARRIER TAPE,567200,22953,12,9/19/2011 10:15,1.25,United Kingdom
13627.0,SET 12 KIDS  WHITE CHALK STICKS,572913,21917,4,10/26/2011 16:21,0.42,United Kingdom
13629.0,BLUE JUICY FRUIT PHOTO FRAME,572295,85124B,2,10/23/2011 13:49,2.55,United Kingdom
13630.0,HANGING WOOD AND FELT HEART,578088,85202,10,11/22/2011 16:47,0.42,United Kingdom
13631.0,CANDLEHOLDER PINK HANGING HEART,560102,22804,6,7/14/2011 18:28,2.95,United Kingdom
13651.0,HANGING HEART BASKET,543371,85195,1,2/7/2011 14:53,2.1,United Kingdom
13654.0,ASSORTED FARMYARD ANIMALS IN BUCKET,550901,85198,12,4/21/2011 12:12,0.85,United Kingdom
13655.0,SET OF 6 HEART CHOPSTICKS,570672,21947,12,10/11/2011 14:52,1.25,France
13656.0,TRIPLE HOOK ANTIQUE IVORY ROSE,580097,23146,4,12/1/2011 14:58,3.29,United Kingdom
13657.0,SKETCHBOOK MAGNETIC SHOPPING LIST,578921,23197,1,11/27/2011 11:57,1.45,United Kingdom
13658.0,SET 2 TEA TOWELS I LOVE LONDON ,577230,22900,1,11/18/2011 12:08,3.25,United Kingdom
13662.0,CORDIAL JUG,573409,23015,4,10/30/2011 16:00,8.25,United Kingdom
13668.0,BUBBLEGUM RING ASSORTED,579091,23310,36,11/28/2011 10:49,0.42,United Kingdom
13669.0,LARGE CHINESE STYLE SCISSOR,580831,16016,10,12/6/2011 11:39,0.85,United Kingdom
13672.0,POLKA DOT RAFFIA FOOD COVER,573915,21469,1,11/1/2011 15:55,3.75,United Kingdom
13673.0,VINTAGE RED TEATIME MUG,556473,21067,1,6/12/2011 12:00,1.25,United Kingdom
13675.0,BLACK VINT ART DEC CRYSTAL BRACELET,575368,90065B,1,11/9/2011 15:07,6.75,United Kingdom
13684.0,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,574544,22943,6,11/4/2011 14:49,4.95,United Kingdom
13685.0,VINTAGE CHRISTMAS PAPER GIFT BAG,574544,23373,20,11/4/2011 14:49,0.82,United Kingdom
13692.0,FOOD/DRINK SPONGE STICKERS,580515,16012,1,12/4/2011 14:09,0.21,United Kingdom
13695.0,PINK ENAMEL+GLASS HAIR COMB,569206,90209C,1,10/2/2011 10:58,2.1,United Kingdom
13700.0,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,578488,21928,10,11/24/2011 12:53,2.08,Portugal
13704.0,BOTTLE BAG RETROSPOT ,572294,22377,10,10/23/2011 13:10,2.1,United Kingdom
13705.0,5 STRAND GLASS NECKLACE CRYSTAL,554603,90199C,1,5/25/2011 11:14,6.35,United Kingdom
13707.0,SKULLS  WATER TRANSFER TATTOOS ,577503,21544,2,11/20/2011 12:34,0.85,United Kingdom
13715.0,STRIPEY CHOCOLATE NESTING BOXES,578325,21288,1,11/23/2011 17:43,2.95,United Kingdom
13717.0,"DECORATION , WOBBLY CHICKEN, METAL ",545851,22287,2,3/7/2011 13:45,1.65,United Kingdom
13718.0,DOORMAT WELCOME SUNRISE,577485,22691,2,11/20/2011 11:56,8.25,United Kingdom
13719.0,SMALL SILVER TRELLIS CANDLEPOT,559457,21696,12,7/8/2011 12:50,2.95,United Kingdom
13720.0,FLORAL FOLK STATIONERY SET,575491,21993,2,11/9/2011 17:47,1.25,United Kingdom
13725.0,PINK BLUE FELT CRAFT TRINKET BOX,578088,20971,2,11/22/2011 16:47,1.25,United Kingdom
13726.0,CERAMIC STRAWBERRY MONEY BOX,560603,21556,6,7/20/2011 8:59,2.55,United Kingdom
13727.0,ZINC HEART FLOWER T-LIGHT HOLDER,560603,23088,16,7/20/2011 8:59,1.25,United Kingdom
13731.0,MORE BUTTER METAL SIGN ,575491,21905,3,11/9/2011 17:47,0.79,United Kingdom
13735.0,DINOSAURS  WRITING SET ,578074,21329,1,11/22/2011 16:06,1.65,United Kingdom
13736.0,SILVER BELLS TABLE DECORATION,574686,23100,1,11/6/2011 13:00,1.25,United Kingdom
13742.0,GAOLERS KEYS DECORATIVE GARDEN ,576518,21745,1,11/15/2011 12:25,3.75,United Kingdom
13744.0,SET 12 LAVENDER  BOTANICAL T-LIGHTS,558198,21609,1,6/27/2011 12:49,2.95,United Kingdom
13745.0,FIVE CATS HANGING DECORATION,573029,22317,1,10/27/2011 13:33,2.95,United Kingdom
13748.0,SET OF 6 FUNKY BEAKERS,577072,21557,6,11/17/2011 15:02,2.95,United Kingdom
13750.0,SKULLS  WATER TRANSFER TATTOOS ,577503,21544,2,11/20/2011 12:34,0.85,United Kingdom
13752.0,WOODEN OWLS LIGHT GARLAND ,577049,22779,2,11/17/2011 13:58,4.25,United Kingdom
13755.0,TREASURE ISLAND BOOK BOX,578921,23177,1,11/27/2011 11:57,2.25,United Kingdom
13756.0,TOOL BOX SOFT TOY ,577503,21055,1,11/20/2011 12:34,8.95,United Kingdom
13758.0,TEA TIME TEA SET IN GIFT BOX,550523,37501,3,4/19/2011 10:08,6.95,United Kingdom
13759.0,FRYING PAN RED RETROSPOT,574544,22199,4,11/4/2011 14:49,4.25,United Kingdom
13760.0,EGG FRYING PAN MINT ,578325,23337,1,11/23/2011 17:43,2.08,United Kingdom
13767.0,TEA TIME BREAKFAST BASKET,537144,47579,1,12/5/2010 13:00,2.1,United Kingdom
13769.0,BUTTERFLY HAIR BAND,566778,90174,3,9/15/2011 10:02,2.55,United Kingdom
13771.0,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,547374,84798B,1,3/22/2011 13:54,2.55,United Kingdom
13772.0,PINK SWEETHEART BRACELET,570659,90200D,24,10/11/2011 14:17,3.75,United Kingdom
13777.0,POTTERING MUG,574575,21876,6,11/4/2011 17:03,1.65,United Kingdom
13780.0,TRAVEL CARD WALLET RETROSPOT,570672,22994,24,10/11/2011 14:52,0.42,France
13782.0,RATTLE SNAKE EGGS,572074,16225,15,10/20/2011 13:54,1.25,United Kingdom
13784.0,LOVE HOT WATER BOTTLE,578794,23356,6,11/25/2011 12:24,5.95,United Kingdom
13787.0,ASSORTED TUTTI FRUTTI HEART BOX,572903,21644,3,10/26/2011 15:17,1.25,United Kingdom
13791.0,BLUE SPOT CERAMIC DRAWER KNOB,578092,21670,12,11/22/2011 17:19,1.45,United Kingdom
13799.0,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,575391,72817,24,11/9/2011 15:36,0.79,United Kingdom
13802.0,GREEN FERN SKETCHBOOK ,571054,20762,1,10/13/2011 13:58,3.75,United Kingdom
13804.0,SET/4 BADGES BEETLES,574047,21222,10,11/2/2011 13:26,1.25,United Kingdom
13810.0,ASS COL CIRCLE MOBILE ,551991,44235,7,5/5/2011 15:29,0.42,United Kingdom
13815.0,JOY WOODEN BLOCK LETTERS,574273,22118,1,11/3/2011 14:33,4.95,United Kingdom
13816.0,HOT BATHS SOAP HOLDER,574741,84849D,1,11/6/2011 16:13,1.69,United Kingdom
13819.0,POPPY'S PLAYHOUSE BATHROOM,576364,22747,1,11/14/2011 17:40,2.1,United Kingdom
13821.0,PICTURE FRAME WOOD TRIPLE PORTRAIT,576637,22170,4,11/16/2011 9:34,6.75,United Kingdom
13824.0,FELTCRAFT BOY JEAN-PAUL KIT,577049,23128,1,11/17/2011 13:58,4.95,United Kingdom
13826.0,WRAP DOLLY GIRL,570467,22708,25,10/10/2011 16:06,0.42,USA
13831.0,CREAM AND PINK FLOWERS PONY ,550622,84921,6,4/19/2011 13:49,3.75,United Kingdom
13832.0,GARAGE KEY FOB,577469,21899,3,11/20/2011 11:25,0.65,United Kingdom
13842.0,EMBROIDERED RIBBON REEL ROSIE,571054,23512,1,10/13/2011 13:58,2.08,United Kingdom
13848.0,HANGING METAL HEART LANTERN,572964,22464,12,10/27/2011 10:41,1.65,Finland
13850.0,WOODEN HAPPY BIRTHDAY GARLAND,569897,21380,1,10/6/2011 16:01,2.95,United Kingdom
13853.0,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,576783,23435,10,11/16/2011 13:38,0.79,United Kingdom
13862.0,CARD BILLBOARD FONT,576246,22983,12,11/14/2011 13:42,0.42,United Kingdom
13863.0,FLUTED ANTIQUE CANDLE HOLDER,572074,22792,4,10/20/2011 13:54,0.85,United Kingdom
13865.0,DOORSTOP RACING CAR DESIGN,580916,22512,1,12/6/2011 13:45,0.79,United Kingdom
13867.0,RETRO PLASTIC DAISY TRAY,562219,79190D,15,8/3/2011 14:14,0.42,United Kingdom
13868.0,SET OF 16 VINTAGE PISTACHIO CUTLERY,573508,84968C,1,10/31/2011 12:11,12.75,Italy
13869.0,MIXED NUTS LIGHT GREEN BOWL,552542,84596J,16,5/10/2011 10:20,0.42,United Kingdom
13871.0,BLACK SIL'T SQU CANDLE PLATE ,581381,72783,4,12/8/2011 12:54,2.1,United Kingdom
13873.0,TRADITIONAL PICK UP STICKS GAME ,579286,23570,1,11/29/2011 10:57,1.25,United Kingdom
13880.0,NINJA RABBIT PINK,572074,21027,2,10/20/2011 13:54,1.25,United Kingdom
13881.0,IVORY EMBROIDERED QUILT ,555642,22803,2,6/6/2011 13:18,39.95,United Kingdom
13884.0,"TRAY, BREAKFAST IN BED",562219,22760,1,8/3/2011 14:14,12.75,United Kingdom
13890.0,HEART T-LIGHT HOLDER ,574660,21814,1,11/6/2011 11:55,1.45,United Kingdom
13894.0,DOVE DECORATION PAINTED ZINC ,568901,22336,17,9/29/2011 13:22,0.19,United Kingdom
13895.0,FRENCH CHATEAU LARGE PLATTER ,550503,85027L,6,4/18/2011 15:31,1.95,United Kingdom
13901.0,RED  EGG  SPOON,577507,21402,5,11/20/2011 12:42,0.12,United Kingdom
13904.0,3 HEARTS HANGING DECORATION RUSTIC,574686,22158,2,11/6/2011 13:00,2.95,United Kingdom
13911.0,RETROSPOT CHILDRENS APRON,576554,21156,8,11/15/2011 12:57,1.95,United Kingdom
13914.0,LADS ONLY TISSUE BOX,576246,22095,3,11/14/2011 13:42,0.39,United Kingdom
13919.0,TOP SECRET PEN SET,554992,84466,4,5/29/2011 14:08,1.25,United Kingdom
13924.0,BLUE POLKADOT BOWL,570672,20675,8,10/11/2011 14:52,1.25,France
13925.0,RED RETROSPOT LUGGAGE TAG,553017,20658,3,5/12/2011 19:01,1.25,Portugal
13929.0,MOP PENDANT SHELL NECKLACE,572309,90142D,3,10/23/2011 15:29,4.95,United Kingdom
13940.0,CHRISTMAS HANGING HEART WITH BELL,539039,21811,48,12/15/2010 15:00,1.25,United Kingdom
13941.0,BLUE POLKADOT PLATE ,570127,21244,3,10/7/2011 13:17,1.69,United Kingdom
13949.0,WOODLAND  HEIGHT CHART STICKERS ,573876,21249,2,11/1/2011 12:48,2.95,United Kingdom
13950.0,SET/3 VANILLA SCENTED CANDLE IN BOX,C576785,72807C,-4,11/16/2011 13:51,4.25,United Kingdom
13951.0,ENCHANTED BIRD PLANT CAGE,552891,84789,4,5/12/2011 10:45,3.75,United Kingdom
13955.0,SET OF 12 FAIRY CAKE BAKING CASES,578921,23293,1,11/27/2011 11:57,0.83,United Kingdom
13959.0,PANTRY PASTRY BRUSH,570653,22982,1,10/11/2011 13:49,1.25,United Kingdom
13960.0,"ACRYLIC JEWEL ANGEL,PINK",563167,35816P,48,8/12/2011 12:37,0.38,United Kingdom
13963.0,SET/6 FRUIT SALAD  PAPER PLATES,577485,21096,4,11/20/2011 11:56,0.39,United Kingdom
13971.0,SILVER ROCOCO CANDLE STICK,C543241,84766,-1,2/4/2011 14:02,1.95,United Kingdom
13972.0,"ART LIGHTS,FUNK MONKEY",579091,79302M,6,11/28/2011 10:49,2.95,United Kingdom
13975.0,HANGING CHICK GREEN DECORATION,556926,22293,1,6/15/2011 14:26,1.45,United Kingdom
13978.0,PHOTO CUBE,574052,22174,1,11/2/2011 13:50,1.65,United Kingdom
13982.0,6 CHOCOLATE LOVE HEART T-LIGHTS,574079,85038,2,11/2/2011 16:19,2.1,United Kingdom
13983.0,PACK OF 6 SKULL PAPER PLATES,579152,21988,12,11/28/2011 13:26,0.85,Germany
13985.0,"BLACK TEA,COFFEE,SUGAR JARS",558370,85159A,9,6/28/2011 15:44,1.95,United Kingdom
13989.0,IVORY WIRE KITCHEN ORGANISER,572487,23142,1,10/24/2011 13:52,10.4,United Kingdom
13994.0,POPPY'S PLAYHOUSE LIVINGROOM ,576364,22746,1,11/14/2011 17:40,2.1,United Kingdom
13995.0,WHITE WOOD GARDEN PLANT LADDER,576246,22487,1,11/14/2011 13:42,9.95,United Kingdom
14000.0,SMALL KITCHEN FLOWER POTS PLAQUE,563210,84638,1,8/14/2011 12:27,6.95,United Kingdom
14002.0,CAMOUFLAGE DESIGN TEDDY,550937,84508A,48,4/21/2011 15:16,2.1,United Kingdom
14013.0,PACK OF 12 SPACEBOY TISSUES,574063,22614,12,11/2/2011 14:31,0.39,United Kingdom
14019.0,RIDGED GLASS STORAGE JAR CREAM LID,550804,21664,4,4/20/2011 15:32,3.75,United Kingdom
14020.0,PICNIC BOXES SET OF 3 RETROSPOT ,579152,22628,4,11/28/2011 13:26,4.95,Germany
14021.0,PANTRY 3 HOOK ROLLING PIN HANGER,576246,23423,1,11/14/2011 13:42,3.75,United Kingdom
14023.0,CHARLIE+LOLA RED HOT WATER BOTTLE ,579091,84031A,3,11/28/2011 10:49,4.65,United Kingdom
14024.0,GOLD M.O.P. ORBIT NECKLACE,572861,90014B,1,10/26/2011 12:46,2.95,United Kingdom
14029.0,DROP DIAMANTE EARRINGS PURPLE,558099,90177D,2,6/26/2011 13:45,2.95,United Kingdom
14030.0,MAGIC DRAWING SLATE DOLLY GIRL ,578921,22530,6,11/27/2011 11:57,0.42,United Kingdom
14031.0,CHRISTMAS METAL TAGS ASSORTED ,574063,22945,18,11/2/2011 14:31,0.85,United Kingdom
