1th_product_id,1th_concurrent_purchase,2th_product_id,2th_concurrent_purchase,3th_product_id,3th_concurrent_purchase,4th_product_id,4th_concurrent_purchase,5th_product_id,5th_concurrent_purchase,6th_product_id,label
23399,1,23439,1.0,23331,1.0,20979,1.0,22077,1.0,21027,0
22946,1,23311,1.0,23318,1.0,22738,1.0,23319,1.0,21181,1
22946,1,23311,1.0,23318,1.0,22738,1.0,23319,1.0,22803,0
21314,0,82486,0.0,22865,1.0,84880,1.0,22508,0.0,84947,1
21314,0,82486,0.0,22865,1.0,84880,1.0,22508,0.0,22760,0
21485,1,22112,1.0,22749,1.0,22113,1.0,22111,1.0,22751,1
21485,1,22112,1.0,22749,1.0,22113,1.0,22111,1.0,21814,0
84949,0,84947,1.0,22801,1.0,84947,1.0,84947,1.0,21326,1
84949,0,84947,1.0,22801,1.0,84947,1.0,84947,1.0,22336,0
85123A,1,84380,1.0,22470,1.0,47566,1.0,22607,1.0,21238,1
85123A,1,84380,1.0,22470,1.0,47566,1.0,22607,1.0,85027L,0
21845,1,22563,1.0,21394,1.0,20679,1.0,21084,1.0,22421,1
21845,1,22563,1.0,21394,1.0,20679,1.0,21084,1.0,21402,0
23319,1,23350,1.0,22086,1.0,23351,1.0,23352,1.0,22030,1
23319,1,23350,1.0,22086,1.0,23351,1.0,23352,1.0,22158,0
23301,1,23300,1.0,22784,1.0,22789,1.0,84970L,1.0,22995,1
23301,1,23300,1.0,22784,1.0,22789,1.0,84970L,1.0,21156,0
22617,1,22138,1.0,22737,1.0,84380,1.0,22964,1.0,23020,1
22617,1,22138,1.0,22737,1.0,84380,1.0,22964,1.0,22095,0
16169E,1,22961,1.0,23511,1.0,22666,1.0,21731,1.0,POST,1
16169E,1,22961,1.0,23511,1.0,22666,1.0,21731,1.0,84466,0
22644,1,22753,1.0,21411,1.0,22969,1.0,16258A,1.0,20996,1
22644,1,22753,1.0,21411,1.0,22969,1.0,16258A,1.0,20675,0
22839,1,22847,1.0,22846,1.0,23198,1.0,23297,1.0,22847,1
22839,1,22847,1.0,22846,1.0,23198,1.0,23297,1.0,20658,0
21340,0,21340,1.0,22720,1.0,0,0.0,0,0.0,82494L,1
21340,0,21340,1.0,22720,1.0,0,0.0,0,0.0,90142D,0
21918,1,22357,1.0,23284,1.0,22720,1.0,21621,1.0,82580,1
21918,1,22357,1.0,23284,1.0,22720,1.0,21621,1.0,21811,0
22179,0,23064,1.0,22807,1.0,21743,1.0,79321,1.0,79302M,1
22179,0,23064,1.0,22807,1.0,21743,1.0,79321,1.0,21244,0
22619,1,23348,1.0,21892,1.0,22115,1.0,22593,1.0,22138,1
22619,1,23348,1.0,21892,1.0,22115,1.0,22593,1.0,21249,0
22557,1,23007,1.0,23008,1.0,22531,1.0,22530,1.0,20727,1
22557,1,23007,1.0,23008,1.0,22531,1.0,22530,1.0,72807C,0
22822,1,22379,1.0,22179,1.0,22584,1.0,20867,1.0,23299,1
22822,1,22379,1.0,22179,1.0,22584,1.0,20867,1.0,84789,0
22423,1,22178,1.0,21656,1.0,85024B,1.0,21666,1.0,23322,1
22423,1,22178,1.0,21656,1.0,85024B,1.0,21666,1.0,23293,0
22355,1,22348,1.0,21154,1.0,90166,1.0,21648,1.0,22374,1
22355,1,22348,1.0,21154,1.0,90166,1.0,21648,1.0,22982,0
23322,1,22595,1.0,22578,1.0,22579,1.0,22470,1.0,22464,1
23322,1,22595,1.0,22578,1.0,22579,1.0,22470,1.0,35816P,0
22569,1,22570,1.0,22644,1.0,22645,1.0,37450,1.0,21154,1
22569,1,22570,1.0,22644,1.0,22645,1.0,37450,1.0,21096,0
23166,1,23167,1.0,23287,1.0,23299,1.0,22961,1.0,21786,1
23166,1,23167,1.0,23287,1.0,23299,1.0,22961,1.0,84766,0
20771,1,84406B,1.0,23153,1.0,23110,1.0,84685,1.0,22578,1
20771,1,84406B,1.0,23153,1.0,23110,1.0,84685,1.0,79302M,0
23167,1,85099C,1.0,22624,1.0,85099B,1.0,85099F,1.0,23128,1
23167,1,85099C,1.0,22624,1.0,85099B,1.0,85099F,1.0,22293,0
84879,1,21824,1.0,21823,1.0,21643,1.0,21638,1.0,21638,1
84879,1,21824,1.0,21823,1.0,21643,1.0,21638,1.0,22174,0
22464,1,21500,1.0,20718,1.0,85099B,1.0,20724,1.0,84029E,1
22464,1,21500,1.0,20718,1.0,85099B,1.0,20724,1.0,85038,0
23230,0,22716,1.0,22607,1.0,71459,1.0,10125,1.0,22866,1
23230,0,22716,1.0,22607,1.0,71459,1.0,10125,1.0,21988,0
20728,1,22379,1.0,22466,1.0,23207,1.0,21559,1.0,22348,1
20728,1,22379,1.0,22466,1.0,23207,1.0,21559,1.0,85159A,0
84836,1,21498,1.0,21212,1.0,21977,1.0,22605,1.0,22178,1
84836,1,21498,1.0,21212,1.0,21977,1.0,22605,1.0,23142,0
84879,1,47566,1.0,23313,1.0,23298,1.0,22079,0.0,22910,1
84879,1,47566,1.0,23313,1.0,23298,1.0,22079,0.0,22746,0
23082,1,23206,1.0,22983,1.0,23209,1.0,20726,1.0,23079,1
23082,1,23206,1.0,22983,1.0,23209,1.0,20726,1.0,22487,0
84945,1,15036,1.0,15039,1.0,17003,1.0,16014,1.0,84950,1
84945,1,15036,1.0,15039,1.0,17003,1.0,16014,1.0,84638,0
47503A,1,21641,1.0,10133,1.0,16008,1.0,16259,1.0,22845,1
47503A,1,21641,1.0,10133,1.0,16008,1.0,16259,1.0,84508A,0
23307,1,23245,1.0,21929,1.0,21928,1.0,23306,1.0,22907,1
23307,1,23245,1.0,21929,1.0,21928,1.0,23306,1.0,22614,0
22424,1,22456,1.0,22429,1.0,84592,1.0,23036,1.0,22979,1
22424,1,22456,1.0,22429,1.0,84592,1.0,23036,1.0,21664,0
21791,1,22348,1.0,23570,1.0,22578,1.0,23487,1.0,21974,1
21791,1,22348,1.0,23570,1.0,22578,1.0,23487,1.0,22628,0
23173,1,23175,1.0,22652,1.0,22607,1.0,21891,1.0,23245,1
23173,1,23175,1.0,22652,1.0,22607,1.0,21891,1.0,23423,0
22646,1,22139,1.0,21704,1.0,21912,1.0,22550,1.0,22607,1
22646,1,22139,1.0,21704,1.0,21912,1.0,22550,1.0,84031A,0
23298,1,21787,1.0,21592,1.0,0,0.0,0,0.0,22386,1
23298,1,21787,1.0,21592,1.0,0,0.0,0,0.0,90014B,0
21463,1,21464,1.0,23176,1.0,21790,1.0,21912,1.0,15044A,1
21463,1,21464,1.0,23176,1.0,21790,1.0,21912,1.0,90177D,0
22479,1,23089,1.0,22892,1.0,23169,1.0,23189,1.0,47567B,1
22479,1,23089,1.0,22892,1.0,23169,1.0,23189,1.0,22530,0
23550,1,23301,1.0,23338,1.0,15056N,1.0,15056BL,1.0,23335,1
23550,1,23301,1.0,23338,1.0,15056N,1.0,15056BL,1.0,22945,0
22659,1,23079,1.0,22109,1.0,22441,1.0,22970,1.0,22710,1
22659,1,23079,1.0,22109,1.0,22441,1.0,22970,1.0,48173C,0
21824,1,21810,1.0,23212,1.0,22576,1.0,22158,1.0,23215,1
21824,1,21810,1.0,23212,1.0,22576,1.0,22158,1.0,90214S,0
84879,1,21136,1.0,22151,1.0,22296,1.0,22295,1.0,20831,1
84879,1,21136,1.0,22151,1.0,22296,1.0,22295,1.0,23484,0
22569,1,22110,1.0,20727,1.0,35591T,1.0,21889,1.0,22274,1
22569,1,22110,1.0,20727,1.0,35591T,1.0,21889,1.0,21704,0
20914,0,20914,1.0,37449,1.0,21156,1.0,47591D,0.0,37449,1
20914,0,20914,1.0,37449,1.0,21156,1.0,47591D,0.0,23203,0
23206,1,85123A,1.0,22467,1.0,22752,1.0,82484,1.0,22752,1
23206,1,85123A,1.0,22467,1.0,22752,1.0,82484,1.0,90195B,0
20659,1,21181,1.0,22817,1.0,22027,1.0,21385,1.0,85123A,1
20659,1,21181,1.0,22817,1.0,22027,1.0,21385,1.0,22430,0
22367,1,22460,1.0,22662,1.0,22383,1.0,21747,1.0,20723,1
22367,1,22460,1.0,22662,1.0,22383,1.0,21747,1.0,22466,0
16168M,1,22951,1.0,23382,1.0,22434,1.0,21126,1.0,22435,1
16168M,1,22951,1.0,23382,1.0,22434,1.0,21126,1.0,22130,0
15056N,1,22077,1.0,22423,1.0,15056BL,1.0,15056N,0.0,15056N,1
15056N,1,22077,1.0,22423,1.0,15056BL,1.0,15056N,0.0,23020,0
10135,1,21429,1.0,10135,1.0,0,0.0,0,0.0,10135,1
10135,1,21429,1.0,10135,1.0,0,0.0,0,0.0,21484,0
23084,0,22659,1.0,22631,1.0,22629,1.0,22616,1.0,22663,1
23084,0,22659,1.0,22631,1.0,22629,1.0,22616,1.0,21018,0
22718,0,22748,1.0,22746,1.0,22030,1.0,22178,1.0,22809,1
22718,0,22748,1.0,22746,1.0,22030,1.0,22178,1.0,22723,0
79321,1,22434,1.0,23032,1.0,23028,1.0,22805,1.0,47566,1
79321,1,22434,1.0,23032,1.0,23028,1.0,22805,1.0,22548,0
23084,1,21544,1.0,22467,1.0,21914,1.0,22906,1.0,22025,1
23084,1,21544,1.0,22467,1.0,21914,1.0,22906,1.0,84968E,0
23280,1,23241,1.0,23084,1.0,21034,1.0,23236,1.0,21034,1
23280,1,23241,1.0,23084,1.0,21034,1.0,23236,1.0,84875D,0
22071,1,15044D,1.0,47503H,1.0,23177,1.0,22139,1.0,22561,1
22071,1,15044D,1.0,47503H,1.0,23177,1.0,22139,1.0,22407,0
22937,1,21498,1.0,22720,1.0,22841,1.0,22807,1.0,21534,1
22937,1,21498,1.0,22720,1.0,22841,1.0,22807,1.0,22228,0
23298,1,85014A,1.0,85014B,1.0,40016,1.0,72800B,1.0,22498,1
23298,1,85014A,1.0,85014B,1.0,40016,1.0,72800B,1.0,47504K,0
21506,1,21063,1.0,21062,1.0,21498,1.0,21497,1.0,22033,1
21506,1,21063,1.0,21062,1.0,21498,1.0,21497,1.0,47013C,0
22960,1,22624,1.0,23298,1.0,23175,1.0,22569,1.0,22759,1
22960,1,22624,1.0,23298,1.0,23175,1.0,22569,1.0,90210D,0
21877,1,21731,1.0,21914,1.0,85123A,1.0,23004,1.0,22963,1
21877,1,21731,1.0,21914,1.0,85123A,1.0,23004,1.0,21055,0
22437,1,22435,1.0,22457,1.0,22090,1.0,21755,1.0,21865,1
22437,1,22435,1.0,22457,1.0,22090,1.0,21755,1.0,22555,0
22772,1,23320,1.0,21673,1.0,21671,1.0,21670,1.0,21669,1
22772,1,23320,1.0,21673,1.0,21671,1.0,21670,1.0,20718,0
23203,1,85036A,1.0,85099C,1.0,23007,1.0,16168M,1.0,21473,1
23203,1,85036A,1.0,85099C,1.0,23007,1.0,16168M,1.0,22844,0
21154,1,22652,1.0,21754,1.0,51014C,1.0,20679,1.0,21786,1
21154,1,22652,1.0,21754,1.0,51014C,1.0,20679,1.0,21201,0
22992,1,23193,1.0,47504K,1.0,22349,1.0,22350,1.0,22349,1
22992,1,23193,1.0,47504K,1.0,22349,1.0,22350,1.0,82578,0
22356,1,23099,1.0,72807C,1.0,37495,1.0,22792,1.0,72807C,1
22356,1,23099,1.0,72807C,1.0,37495,1.0,22792,1.0,23015,0
23203,1,23200,1.0,23199,1.0,23275,1.0,23426,1.0,21137,1
23203,1,23200,1.0,23199,1.0,23275,1.0,23426,1.0,20666,0
22784,0,22784,0.0,22801,1.0,21326,1.0,22632,0.0,20839,1
22784,0,22784,0.0,22801,1.0,21326,1.0,22632,0.0,23158,0
22457,0,84997D,1.0,22457,1.0,22456,1.0,85123A,1.0,22456,1
22457,0,84997D,1.0,22457,1.0,22456,1.0,85123A,1.0,23398,0
22891,1,22111,1.0,23547,1.0,23580,1.0,23564,1.0,84406B,1
22891,1,22111,1.0,23547,1.0,23580,1.0,23564,1.0,23101,0
22771,1,23128,1.0,84879,1.0,35004B,1.0,23065,1.0,22467,1
22771,1,23128,1.0,84879,1.0,35004B,1.0,23065,1.0,85184C,0
23429,1,22489,1.0,22150,1.0,21990,1.0,23084,1.0,22732,1
23429,1,22489,1.0,22150,1.0,21990,1.0,23084,1.0,22575,0
22508,1,84836,1.0,22578,1.0,22579,1.0,21824,1.0,21381,1
22508,1,84836,1.0,22578,1.0,22579,1.0,21824,1.0,90188,0
22935,1,84380,1.0,23127,1.0,23128,1.0,23126,1.0,22147,1
22935,1,84380,1.0,23127,1.0,23128,1.0,23126,1.0,35915C,0
23101,1,23100,1.0,23547,1.0,22076,1.0,22077,1.0,22111,1
23101,1,23100,1.0,23547,1.0,22076,1.0,22077,1.0,48111,0
22570,1,22865,1.0,22417,1.0,84992,1.0,23155,1.0,22866,1
22570,1,22865,1.0,22417,1.0,84992,1.0,23155,1.0,20773,0
23263,1,23243,1.0,20707,1.0,21218,1.0,22508,0.0,82600,1
23263,1,23243,1.0,20707,1.0,21218,1.0,22508,0.0,22438,0
85014A,1,15056P,1.0,15056BL,1.0,15056BL,0.0,15056BL,0.0,15056N,1
85014A,1,15056P,1.0,15056BL,1.0,15056BL,0.0,15056BL,0.0,85227,0
22433,1,84945,1.0,22969,1.0,20749,1.0,16156S,1.0,22708,1
22433,1,84945,1.0,22969,1.0,20749,1.0,16156S,1.0,22403,0
21621,1,21626,1.0,23350,0.0,0,0.0,0,0.0,20914,1
21621,1,21626,1.0,23350,0.0,0,0.0,0,0.0,84415A,0
22196,1,22195,1.0,22558,1.0,21155,1.0,22327,1.0,84931B,1
22196,1,22195,1.0,22558,1.0,21155,1.0,22327,1.0,23071,0
21790,0,20719,1.0,22355,1.0,23204,1.0,20724,1.0,22402,1
21790,0,20719,1.0,22355,1.0,23204,1.0,20724,1.0,22849,0
22814,1,21407,1.0,84378,1.0,22336,1.0,22983,1.0,84247K,1
22814,1,21407,1.0,84378,1.0,22336,1.0,22983,1.0,90210A,0
23272,1,22646,1.0,22584,1.0,23333,1.0,23330,1.0,23343,1
23272,1,22646,1.0,22584,1.0,23333,1.0,23330,1.0,22925,0
72802B,1,22890,1.0,22649,1.0,72807C,1.0,72807B,1.0,21470,1
72802B,1,22890,1.0,22649,1.0,72807C,1.0,72807B,1.0,21473,0
23084,0,23439,1.0,23083,1.0,21034,1.0,23077,1.0,22789,1
23084,0,23439,1.0,23083,1.0,21034,1.0,23077,1.0,22832,0
23256,1,21843,1.0,20676,1.0,21907,1.0,22927,1.0,21713,1
23256,1,21843,1.0,20676,1.0,21907,1.0,22927,1.0,21867,0
22510,1,22796,1.0,22107,1.0,22513,1.0,22511,1.0,21175,1
22510,1,22796,1.0,22107,1.0,22513,1.0,22511,1.0,85188B,0
22355,1,21983,1.0,22098,1.0,22096,1.0,22979,1.0,21394,1
22355,1,21983,1.0,22098,1.0,22096,1.0,22979,1.0,22430,0
23426,1,22928,1.0,22169,1.0,22867,1.0,23439,1.0,23081,1
23426,1,22928,1.0,22169,1.0,22867,1.0,23439,1.0,23341,0
22180,1,22424,1.0,72760B,1.0,82484,1.0,22763,1.0,22072,1
22180,1,22424,1.0,72760B,1.0,82484,1.0,22763,1.0,22113,0
20724,1,23209,1.0,20724,1.0,23209,1.0,23209,0.0,23436,1
20724,1,23209,1.0,20724,1.0,23209,1.0,23209,0.0,22171,0
22121,1,22996,1.0,23342,1.0,23245,1.0,21159,1.0,21914,1
22121,1,22996,1.0,23342,1.0,23245,1.0,21159,1.0,23519,0
22892,1,21915,1.0,84978,1.0,23206,1.0,23083,1.0,21311,1
22892,1,21915,1.0,84978,1.0,23206,1.0,23083,1.0,22957,0
75049L,0,75049L,1.0,75131,1.0,85150,1.0,22607,1.0,22627,1
75049L,0,75049L,1.0,75131,1.0,85150,1.0,22607,1.0,47369A,0
21417,1,23234,1.0,84879,1.0,21415,1.0,21136,0.0,22776,1
21417,1,23234,1.0,84879,1.0,21415,1.0,21136,0.0,22804,0
22727,1,48187,1.0,21535,1.0,21210,1.0,84378,1.0,21977,1
22727,1,48187,1.0,21535,1.0,21210,1.0,84378,1.0,21187,0
21733,1,22469,1.0,23099,1.0,22804,1.0,82484,1.0,21733,1
21733,1,22469,1.0,23099,1.0,22804,1.0,82484,1.0,22039,0
82567,1,23298,1.0,22423,1.0,21539,1.0,82578,1.0,23245,1
82567,1,23298,1.0,22423,1.0,21539,1.0,82578,1.0,23047,0
82482,1,23070,1.0,23069,1.0,23090,1.0,23329,1.0,23287,1
82482,1,23070,1.0,23069,1.0,23090,1.0,23329,1.0,21094,0
22326,1,37342,1.0,21671,1.0,21672,1.0,21673,1.0,21671,1
22326,1,37342,1.0,21671,1.0,21672,1.0,21673,1.0,23126,0
23146,1,23013,1.0,82486,1.0,23444,1.0,22801,1.0,21390,1
23146,1,23013,1.0,82486,1.0,23444,1.0,22801,1.0,85049B,0
23403,1,84879,1.0,21407,1.0,23406,1.0,23400,1.0,22427,1
23403,1,84879,1.0,21407,1.0,23406,1.0,23400,1.0,22906,0
22721,1,22720,1.0,22722,1.0,82583,1.0,84924A,1.0,22498,1
22721,1,22720,1.0,22722,1.0,82583,1.0,84924A,1.0,20686,0
22294,1,23147,1.0,23263,1.0,22602,1.0,23228,1.0,23432,1
22294,1,23147,1.0,23263,1.0,22602,1.0,23228,1.0,22209,0
82552,1,21524,1.0,22602,1.0,22469,1.0,23176,1.0,23403,1
82552,1,21524,1.0,22602,1.0,22469,1.0,23176,1.0,71459,0
23075,1,23174,1.0,23170,1.0,23172,1.0,23173,1.0,23359,1
23075,1,23174,1.0,23170,1.0,23172,1.0,23173,1.0,90065A,0
84078A,0,23204,1.0,22969,1.0,47566,1.0,23061,1.0,23301,1
84078A,0,23204,1.0,22969,1.0,47566,1.0,23061,1.0,37491B,0
21903,1,20728,1.0,21172,1.0,21089,1.0,15058C,1.0,82482,1
21903,1,20728,1.0,21172,1.0,21089,1.0,15058C,1.0,90166,0
21216,1,21154,1.0,21115,1.0,22570,1.0,84879,1.0,84879,1
21216,1,21154,1.0,21115,1.0,22570,1.0,84879,1.0,90174,0
22154,1,22574,1.0,22573,1.0,35970,1.0,22144,1.0,22940,1
22154,1,22574,1.0,22573,1.0,35970,1.0,22144,1.0,22351,0
23167,1,23298,1.0,22469,1.0,23226,1.0,23228,1.0,23243,1
23167,1,23298,1.0,22469,1.0,23226,1.0,23228,1.0,23041,0
22502,1,21430,1.0,22841,1.0,0,0.0,0,0.0,21215,1
22502,1,21430,1.0,22841,1.0,0,0.0,0,0.0,90197B,0
23356,1,21931,1.0,23133,1.0,21929,1.0,23344,1.0,23355,1
23356,1,21931,1.0,23133,1.0,21929,1.0,23344,1.0,23250,0
23398,1,22600,1.0,22867,1.0,22621,1.0,21533,1.0,84378,1
23398,1,22600,1.0,22867,1.0,22621,1.0,21533,1.0,17084J,0
22855,1,22669,1.0,22469,1.0,85099B,1.0,22487,1.0,22722,1
22855,1,22669,1.0,22469,1.0,85099B,1.0,22487,1.0,20679,0
22602,1,22723,1.0,23068,1.0,23061,1.0,47566B,1.0,23148,1
22602,1,22723,1.0,23068,1.0,23061,1.0,47566B,1.0,23536,0
20727,1,22296,1.0,22745,1.0,22139,1.0,23177,1.0,23275,1
20727,1,22296,1.0,22745,1.0,22139,1.0,23177,1.0,22871,0
22776,0,22720,1.0,47566,1.0,21213,1.0,22776,1.0,21429,1
22776,0,22720,1.0,47566,1.0,21213,1.0,22776,1.0,71459,0
22960,1,16161P,1.0,21499,1.0,21500,1.0,21503,1.0,23301,1
22960,1,16161P,1.0,21499,1.0,21500,1.0,21503,1.0,79030D,0
22485,1,22784,1.0,22794,1.0,22759,1.0,21986,1.0,84596F,1
22485,1,22784,1.0,22794,1.0,22759,1.0,21986,1.0,90002D,0
23240,1,20979,1.0,23051,1.0,21889,1.0,23307,1.0,23240,1
23240,1,20979,1.0,23051,1.0,21889,1.0,23307,1.0,84970S,0
20713,1,22383,1.0,22610,1.0,21931,1.0,20727,1.0,23209,1
20713,1,22383,1.0,22610,1.0,21931,1.0,20727,1.0,23229,0
23153,1,23110,1.0,21485,1.0,22644,1.0,23423,1.0,85048,1
23153,1,23110,1.0,21485,1.0,22644,1.0,23423,1.0,22788,0
85123A,0,23349,1.0,22113,1.0,22086,1.0,22909,1.0,23234,1
85123A,0,23349,1.0,22113,1.0,22086,1.0,22909,1.0,22598,0
20978,1,22585,1.0,22208,1.0,85017B,1.0,22582,1.0,22583,1
20978,1,22585,1.0,22208,1.0,85017B,1.0,22582,1.0,85169D,0
22693,1,48184,1.0,48194,1.0,48116,1.0,48194,0.0,48116,1
22693,1,48184,1.0,48194,1.0,48116,1.0,48194,0.0,22236,0
22077,1,84816,1.0,22745,1.0,22835,1.0,22112,1.0,23394,1
22077,1,84816,1.0,22745,1.0,22835,1.0,22112,1.0,22776,0
22492,1,22536,1.0,22466,1.0,23298,1.0,22090,1.0,22634,1
22492,1,22536,1.0,22466,1.0,23298,1.0,22090,1.0,23512,0
22195,1,84378,1.0,84050,1.0,48194,1.0,22196,1.0,21509,1
22195,1,84378,1.0,84050,1.0,48194,1.0,22196,1.0,21686,0
23332,1,23329,1.0,23333,1.0,23356,1.0,21485,1.0,22727,1
23332,1,23329,1.0,23333,1.0,23356,1.0,21485,1.0,22971,0
23083,1,23215,1.0,22197,1.0,23243,1.0,22924,1.0,23113,1
23083,1,23215,1.0,22197,1.0,23243,1.0,22924,1.0,22852,0
37447,1,37450,1.0,22063,1.0,37446,1.0,23076,1.0,37447,1
37447,1,37450,1.0,22063,1.0,37446,1.0,23076,1.0,20794,0
23321,1,22303,1.0,22782,1.0,85099C,1.0,23199,1.0,21930,1
23321,1,22303,1.0,22782,1.0,85099C,1.0,23199,1.0,84997D,0
22413,0,22698,1.0,22699,1.0,22960,1.0,22697,1.0,84536B,1
22413,0,22698,1.0,22699,1.0,22960,1.0,22697,1.0,21955,0
23031,0,23251,1.0,21523,1.0,22607,1.0,22515,1.0,22074,1
23031,0,23251,1.0,21523,1.0,22607,1.0,22515,1.0,85095,0
22666,1,22560,1.0,22651,1.0,85176,1.0,85178,1.0,22624,1
22666,1,22560,1.0,22651,1.0,85176,1.0,85178,1.0,21930,0
22867,1,85123A,1.0,21733,1.0,22154,1.0,22596,1.0,23109,1
22867,1,85123A,1.0,21733,1.0,22154,1.0,22596,1.0,90130B,0
20981,1,21983,1.0,22795,1.0,21985,1.0,84945,1.0,48129,1
20981,1,21983,1.0,22795,1.0,21985,1.0,84945,1.0,22416,0
22110,1,22409,1.0,22698,1.0,22697,1.0,82582,1.0,21899,1
22110,1,22409,1.0,22698,1.0,22697,1.0,82582,1.0,90184A,0
21089,1,23301,1.0,23109,1.0,21933,1.0,35648,1.0,35809A,1
21089,1,23301,1.0,23109,1.0,21933,1.0,35648,1.0,22841,0
23081,0,23172,1.0,23081,1.0,84991,1.0,22938,1.0,22927,1
23081,0,23172,1.0,23081,1.0,84991,1.0,22938,1.0,22232,0
23022,1,23022,1.0,23055,1.0,23207,1.0,23299,1.0,84992,1
23022,1,23022,1.0,23055,1.0,23207,1.0,23299,1.0,23401,0
23112,0,23112,1.0,POST,1.0,21499,1.0,22423,1.0,23245,1
23112,0,23112,1.0,POST,1.0,21499,1.0,22423,1.0,23250,0
62096A,1,15036,1.0,22384,1.0,20728,1.0,20726,1.0,22470,1
62096A,1,15036,1.0,22384,1.0,20728,1.0,20726,1.0,90202D,0
84459A,1,21472,1.0,21981,1.0,21983,1.0,85123A,1.0,84459A,1
84459A,1,21472,1.0,21981,1.0,21983,1.0,85123A,1.0,22746,0
22952,1,85049A,1.0,22086,1.0,22950,1.0,22910,1.0,23284,1
22952,1,85049A,1.0,22086,1.0,22950,1.0,22910,1.0,37467,0
72817,1,85032A,1.0,22601,1.0,85199S,1.0,22077,1.0,22442,1
72817,1,85032A,1.0,22601,1.0,85199S,1.0,22077,1.0,21955,0
23170,1,23008,1.0,23171,1.0,22698,1.0,22699,1.0,22734,1
23170,1,23008,1.0,23171,1.0,22698,1.0,22699,1.0,17084P,0
23480,1,22026,1.0,23475,1.0,23343,1.0,23583,1.0,22047,1
23480,1,22026,1.0,23475,1.0,23343,1.0,23583,1.0,85169A,0
85035C,1,21918,1.0,23581,1.0,22111,1.0,21485,1.0,22718,1
85035C,1,21918,1.0,23581,1.0,22111,1.0,21485,1.0,22530,0
84946,1,21810,1.0,21326,1.0,22120,1.0,22579,1.0,16045,1
84946,1,21810,1.0,21326,1.0,22120,1.0,22579,1.0,23417,0
23204,1,23293,1.0,22720,1.0,22352,1.0,22663,1.0,20727,1
23204,1,23293,1.0,22720,1.0,22352,1.0,22663,1.0,21637,0
23284,1,23080,1.0,20724,1.0,23284,1.0,20801,1.0,21928,1
23284,1,23080,1.0,20724,1.0,23284,1.0,20801,1.0,23169,0
22605,1,22457,1.0,84795B,1.0,85017B,1.0,23298,1.0,22605,1
22605,1,22457,1.0,84795B,1.0,85017B,1.0,23298,1.0,21615,0
22946,0,POST,0.0,22720,1.0,22946,1.0,22042,1.0,23298,1
22946,0,POST,0.0,22720,1.0,22946,1.0,22042,1.0,22024,0
21232,1,21985,1.0,51014A,1.0,51014L,1.0,22753,1.0,85152,1
21232,1,21985,1.0,51014A,1.0,51014L,1.0,22753,1.0,23036,0
23300,1,21976,1.0,23397,1.0,23205,1.0,22661,1.0,72586,1
23300,1,21976,1.0,23397,1.0,23205,1.0,22661,1.0,90160D,0
23404,1,21218,1.0,23130,1.0,22424,1.0,22576,1.0,16045,1
23404,1,21218,1.0,23130,1.0,22424,1.0,22576,1.0,84661A,0
16008,1,21992,1.0,20984,1.0,22211,1.0,20992,1.0,22609,1
16008,1,21992,1.0,20984,1.0,22211,1.0,20992,1.0,22738,0
22437,1,21136,1.0,84879,1.0,23084,1.0,23201,1.0,20711,1
22437,1,21136,1.0,84879,1.0,23084,1.0,23201,1.0,22684,0
22956,1,23552,1.0,23238,1.0,22710,1.0,22727,1.0,22422,1
22956,1,23552,1.0,23238,1.0,22710,1.0,22727,1.0,22040,0
22908,1,22831,1.0,22557,1.0,22726,1.0,22728,1.0,23265,1
22908,1,22831,1.0,22557,1.0,22726,1.0,22728,1.0,21785,0
23188,1,23346,1.0,23285,1.0,23286,1.0,23293,1.0,23188,1
23188,1,23346,1.0,23285,1.0,23286,1.0,23293,1.0,22076,0
85172,1,22678,1.0,23032,1.0,23034,1.0,23031,1.0,23321,1
85172,1,22678,1.0,23032,1.0,23034,1.0,23031,1.0,20772,0
84946,1,84947,1.0,21955,1.0,23297,1.0,23293,1.0,22570,1
84946,1,84947,1.0,21955,1.0,23297,1.0,23293,1.0,79067,0
84978,0,22423,1.0,22595,1.0,84658,1.0,84978,1.0,23396,1
84978,0,22423,1.0,22595,1.0,84658,1.0,84978,1.0,22266,0
84879,1,22616,1.0,85231B,1.0,22795,1.0,82483,1.0,72232,1
84879,1,22616,1.0,85231B,1.0,22795,1.0,82483,1.0,84006,0
23301,1,23355,1.0,23284,1.0,23355,1.0,23284,1.0,23355,1
23301,1,23355,1.0,23284,1.0,23355,1.0,23284,1.0,21132,0
84946,1,22963,1.0,22961,1.0,21684,1.0,22962,1.0,M,1
84946,1,22963,1.0,22961,1.0,21684,1.0,22962,1.0,21161,0
20803,1,84596B,1.0,21394,1.0,85202,1.0,85194L,1.0,22592,1
20803,1,84596B,1.0,21394,1.0,85202,1.0,85194L,1.0,22081,0
85123A,1,85014A,1.0,0,0.0,0,0.0,0,0.0,85099C,1
85123A,1,85014A,1.0,0,0.0,0,0.0,0,0.0,23485,0
22953,1,21902,1.0,22652,1.0,22976,1.0,22977,1.0,21878,1
22953,1,21902,1.0,22652,1.0,22976,1.0,22977,1.0,22088,0
23307,1,22327,1.0,22382,1.0,72818,1.0,22598,1.0,84596B,1
23307,1,22327,1.0,22382,1.0,72818,1.0,22598,1.0,20772,0
23061,1,21745,1.0,22189,1.0,23333,1.0,84352,1.0,23399,1
