,prev,next,label
27,"## 주문 히스토리
2023-06-06 23:06:23의 주문 내역: 0원추첨팀구매 - [3인팀추첨] 신세계 백화점 상품권 10만원 (6월 12일 마감), 
2023-04-23 02:17:34의 주문 내역: 방울토마토 - [더블딜]스테비아 방울토마토 (500g+500g) 외 [더블딜]스테비아 방울토마토 (500g+500g), ","## 다음 구매 상품 예측
거실화거치대 - 슬리퍼 거치대 그린",0
28,"## 주문 히스토리
2023-06-04 09:26:19의 주문 내역: 액상세제 - 퓨어 세탁세제 2.5L x 4개입, 
2023-05-25 02:15:59의 주문 내역: 꿀고구마 - 황금빛깔의 해남 완소 꿀고구마 2~3kg 13회분 (비세척) 소,3kg, 
2023-05-19 13:13:27의 주문 내역 [동시구매]: 기타젓갈 - 탱글탱글 국내산 천일염 사용 낙지젓 250g 10회분 낙지젓 250g, 간장게장 - [골라담기] 원조 밥도둑 한그릇 뚝딱 99% 껍질을 제거하여 간편한 순살 간장 게장 300g 6회분 순살간장게장 300g, 겉절이김치 - 칼국수와 조합이 기가 막힌 주문 후 생산한 마늘김치 2kg, ","## 다음 구매 상품 예측
0원추첨팀구매 - [3인팀추첨] 신세계 백화점 상품권 10만원 (6월 12일 마감)",1
29,"## 주문 히스토리
2023-06-04 09:26:19의 주문 내역: 액상세제 - 퓨어 세탁세제 2.5L x 4개입, 
2023-05-25 02:15:59의 주문 내역: 꿀고구마 - 황금빛깔의 해남 완소 꿀고구마 2~3kg 13회분 (비세척) 소,3kg, 
2023-05-19 13:13:27의 주문 내역 [동시구매]: 기타젓갈 - 탱글탱글 국내산 천일염 사용 낙지젓 250g 10회분 낙지젓 250g, 간장게장 - [골라담기] 원조 밥도둑 한그릇 뚝딱 99% 껍질을 제거하여 간편한 순살 간장 게장 300g 6회분 순살간장게장 300g, 겉절이김치 - 칼국수와 조합이 기가 막힌 주문 후 생산한 마늘김치 2kg, ","## 다음 구매 상품 예측
흰우유 - [더블딜] 연세우유 락토프리 오리지널 190ml 24팩+24팩 외 멸균우유 모음전 가볍다(저지방) 멸균우유 190ml x 24팩,1세트",0
30,"## 주문 히스토리
2023-07-08 00:33:01의 주문 내역: 아이팔레트 - [골라담기] 로맨틱 컬렉션 아이 팔레트 9색 3종 토스카나 브라운, 
2023-07-05 05:56:25의 주문 내역 [동시구매]: 일반주방세제 - [골라담기] 반짝 주방세제 480ml, 1종세제, 유아식기, 과일세척 , 욕실발판 - 메모리폼 욕실 발매트 (60x40) x 2 베이지, 기타주방잡화 - 냉장고 성에제거기 (색상랜덤), 양치용품 정리 - 걸이용 치약짜개 (색상랜덤), 일반염색약(새치) - [골라담기] 누적판매 213만개 순한 아로마 염색약 4컬러 (7월 3일 이후 출고 가능) 자연갈색, 락스/살균소독제 - [골라담기] 만능 락스 1L, 배수구세정제 - [골라담기] 원샷 뚫어뻥 1L, 곰팡이세정제 - [골라담기] 간편하게 바르는 곰팡이제거젤 150ml, 유리 청소용품 - [골라담기] 매직블럭 30개, 
2023-07-03 14:24:59의 주문 내역: 훈제닭 - 네이처그램 훈제 통다리 140g x 3팩, 
2023-06-28 02:04:34의 주문 내역: 상의/셔츠 옷걸이 - [더블딜] 논슬립 옷걸이 기본형 10개 + 10개 외 논슬립 옷걸이 기본형 블루 10개+10개, ","## 다음 구매 상품 예측
참기름 - 벤조피렌 걱정 NO! 저온압착 100%! (원산지 중국, 제조 국내) 통깨 참기름 & 들기름 180ml, 350ml  참기름 350ml",1
31,"## 주문 히스토리
2023-07-08 00:33:01의 주문 내역: 아이팔레트 - [골라담기] 로맨틱 컬렉션 아이 팔레트 9색 3종 토스카나 브라운, 
2023-07-05 05:56:25의 주문 내역 [동시구매]: 일반주방세제 - [골라담기] 반짝 주방세제 480ml, 1종세제, 유아식기, 과일세척 , 욕실발판 - 메모리폼 욕실 발매트 (60x40) x 2 베이지, 기타주방잡화 - 냉장고 성에제거기 (색상랜덤), 양치용품 정리 - 걸이용 치약짜개 (색상랜덤), 일반염색약(새치) - [골라담기] 누적판매 213만개 순한 아로마 염색약 4컬러 (7월 3일 이후 출고 가능) 자연갈색, 락스/살균소독제 - [골라담기] 만능 락스 1L, 배수구세정제 - [골라담기] 원샷 뚫어뻥 1L, 곰팡이세정제 - [골라담기] 간편하게 바르는 곰팡이제거젤 150ml, 유리 청소용품 - [골라담기] 매직블럭 30개, 
2023-07-03 14:24:59의 주문 내역: 훈제닭 - 네이처그램 훈제 통다리 140g x 3팩, 
2023-06-28 02:04:34의 주문 내역: 상의/셔츠 옷걸이 - [더블딜] 논슬립 옷걸이 기본형 10개 + 10개 외 논슬립 옷걸이 기본형 블루 10개+10개, ","## 다음 구매 상품 예측
디저트스푼 - 삽모양 디저트 스텐스푼/포크 포크",0
32,"## 주문 히스토리
2023-04-26 11:51:21의 주문 내역: 꽃/꽃다발 - [더블딜]금장미, 금카네이션 꽃다발 종이가방 패키지 외 3종 금카네이션 박스패키지, ","## 다음 구매 상품 예측
0원추첨팀구매 - [3인팀추첨] 신세계 백화점 상품권 10만원 (6월 12일 마감)",1
33,"## 주문 히스토리
2023-04-26 11:51:21의 주문 내역: 꽃/꽃다발 - [더블딜]금장미, 금카네이션 꽃다발 종이가방 패키지 외 3종 금카네이션 박스패키지, ","## 다음 구매 상품 예측
기타닭고기가공육 - 겉바속촉 미친가성비 에어프라이어용 ""순살""치킨 600g 2인분 외 치킨(순살/브라질산/600g),1팩",0
34,"## 주문 히스토리
2023-04-25 13:37:13의 주문 내역 [동시구매]: 기타프라이팬 - 계란말이팬 26cm 대형, 국내제조, 구운계란/훈제란 - 촉촉한 짜지않아서 맛있는 반숙란(대란) 20구/30구  20구,1판, 일회용수세미 - 깨끗한 수세미 60매 롤형 x 2개, 주방용 캠핑용 60매 x 2개, 방울토마토 - [오늘의특가] 달콤달달한 스테비아 대추방울토마토 500g 5회분 외 2팩(500g x 2ea), ","## 다음 구매 상품 예측
고무장갑 - [골라담기] 부드러운 파스텔 컬러! 자연 친화적 고무장갑 그레이 중형 1매",1
35,"## 주문 히스토리
2023-04-25 13:37:13의 주문 내역 [동시구매]: 기타프라이팬 - 계란말이팬 26cm 대형, 국내제조, 구운계란/훈제란 - 촉촉한 짜지않아서 맛있는 반숙란(대란) 20구/30구  20구,1판, 일회용수세미 - 깨끗한 수세미 60매 롤형 x 2개, 주방용 캠핑용 60매 x 2개, 방울토마토 - [오늘의특가] 달콤달달한 스테비아 대추방울토마토 500g 5회분 외 2팩(500g x 2ea), ","## 다음 구매 상품 예측
프로틴바 - [오특] 5가지 견과류 무합성첨가물 100% 수제 프로틴바 50gx12ea(초코) 외 오리지날 프로틴바 50g내외 x 12ea",0
36,"## 주문 히스토리
2023-06-25 10:01:32의 주문 내역: 일반아몬드 - [더블딜] 캘리포니아 넌페럴 extra no1 구운 아몬드 500g+500g 외 [더블딜]캘리포니아 넌페럴 extra no1 구운 아몬드500g+500g, 
2023-06-24 01:43:52의 주문 내역: 참기름 - [99특가] 벤조피렌 걱정 NO! 저온압착 100%! 통참깨 참기름 & 들기름 참기름 350ml+350ml, 
2023-04-19 04:57:14의 주문 내역: 일반아몬드 - [더블딜]캘리포니아 넌페럴 extra no1 구운 아몬드500g+500g 외 [더블딜]캘리포니아 넌페럴 extra no1 구운 아몬드500g+500g, ","## 다음 구매 상품 예측
포기김치 - 100% 국내생산 선화동 실비김치 1kg, #대전맛집 대전블르스 매운 실비 김치 2kg",1
37,"## 주문 히스토리
2023-06-25 10:01:32의 주문 내역: 일반아몬드 - [더블딜] 캘리포니아 넌페럴 extra no1 구운 아몬드 500g+500g 외 [더블딜]캘리포니아 넌페럴 extra no1 구운 아몬드500g+500g, 
2023-06-24 01:43:52의 주문 내역: 참기름 - [99특가] 벤조피렌 걱정 NO! 저온압착 100%! 통참깨 참기름 & 들기름 참기름 350ml+350ml, 
2023-04-19 04:57:14의 주문 내역: 일반아몬드 - [더블딜]캘리포니아 넌페럴 extra no1 구운 아몬드500g+500g 외 [더블딜]캘리포니아 넌페럴 extra no1 구운 아몬드500g+500g, ","## 다음 구매 상품 예측
스폰지/조각 퍼프 - [골라담기] 부담없이 사용할 수 있는 대용량 삼각퍼프 100p, 국내제조",0
38,"## 주문 히스토리
2023-07-03 02:03:16의 주문 내역: 국산생수 - [더블딜/2인팀구매/선착순] 크리스탈 생수 2L 3펫+3펫 (총 6펫 한번에 발송), 
2023-07-03 00:22:31의 주문 내역 [동시구매]: 조미오징어 - [더블딜] 건어물아지매 미니숏다리 20g+20g 외 골라담기 마른 오징어 몸통 2미+2미, 조미오징어 - [더블딜] 건어물아지매 미니숏다리 20g+20g 외 골라담기 어포튀각 1봉(80g)+1봉(80g), 
2023-06-30 09:27:31의 주문 내역: 총각김치 - 엄마가 해주던 그맛! 주문후 생산하는 100% 국산재료로만 만드는 총각김치 1.6kg , 
2023-05-18 15:41:14의 주문 내역: 참외 - [오늘의특가] 못생겼지만 정말 달달한!!! 가정용 못난이, 랜덤 성주 참외 1kg, 2kg 외 가정용 랜덤 참외,2kg, ","## 다음 구매 상품 예측
조미오징어 - [99특가] 허니버터 꽃순이오징어 20g 땅콩버터 오징어포 20g",1
39,"## 주문 히스토리
2023-07-03 02:03:16의 주문 내역: 국산생수 - [더블딜/2인팀구매/선착순] 크리스탈 생수 2L 3펫+3펫 (총 6펫 한번에 발송), 
2023-07-03 00:22:31의 주문 내역 [동시구매]: 조미오징어 - [더블딜] 건어물아지매 미니숏다리 20g+20g 외 골라담기 마른 오징어 몸통 2미+2미, 조미오징어 - [더블딜] 건어물아지매 미니숏다리 20g+20g 외 골라담기 어포튀각 1봉(80g)+1봉(80g), 
2023-06-30 09:27:31의 주문 내역: 총각김치 - 엄마가 해주던 그맛! 주문후 생산하는 100% 국산재료로만 만드는 총각김치 1.6kg , 
2023-05-18 15:41:14의 주문 내역: 참외 - [오늘의특가] 못생겼지만 정말 달달한!!! 가정용 못난이, 랜덤 성주 참외 1kg, 2kg 외 가정용 랜덤 참외,2kg, ","## 다음 구매 상품 예측
남녀공용3단우산 - 3단 자동우산 블랙",0
40,"## 주문 히스토리
2023-05-05 07:19:06의 주문 내역 [동시구매]: 앰플 - [뷰티특가]락토 그린 앰플 50ml, 데이크림 - 끈적임 없는 고농축 멀티밤 13g, 데이크림 - 블레미쉬 진정 수딩크림 100ml, 선스틱 - [더블딜] 번들거림 없는 간편 선스틱 1+1 (5/8~9일 출고), 
2023-04-19 14:53:08의 주문 내역 [동시구매]: 롤키친타올 - 천연펄프 키친타올 120매 4롤, 캡슐세제 - 고농축 캡슐세제 30개, 꿀고구마 - 먹기 좋은 사이즈 당도 높은 국산 꿀고구마(중) 2/3kg 13회분 중(2kg), 고무장갑 - 고무장갑 그레이 중형 (1매), 시트 마스크/팩 - 크림 앰플 마스크 30매, 일회용수세미 - 깨끗한 수세미 60매 롤형, 주방용 캠핑용, 고급롤화장지(3겹이상) - 100% 천연펄프 화장지 6롤, 칫솔 - 부드러운 이중미세모 칫솔 10개입, 앰플 - 락토 그린 앰플 50ml, 앰플 - 멀티 비타민 앰플 50ml, 스킨/토너/화장수 - 딥 모이스처 약산성 멀티 토너 1,000ml, ","## 다음 구매 상품 예측
일반주방세제 - [골라담기] 반짝 주방세제 480ml, 1종세제, 유아식기, 과일세척 ",1
41,"## 주문 히스토리
2023-05-05 07:19:06의 주문 내역 [동시구매]: 앰플 - [뷰티특가]락토 그린 앰플 50ml, 데이크림 - 끈적임 없는 고농축 멀티밤 13g, 데이크림 - 블레미쉬 진정 수딩크림 100ml, 선스틱 - [더블딜] 번들거림 없는 간편 선스틱 1+1 (5/8~9일 출고), 
2023-04-19 14:53:08의 주문 내역 [동시구매]: 롤키친타올 - 천연펄프 키친타올 120매 4롤, 캡슐세제 - 고농축 캡슐세제 30개, 꿀고구마 - 먹기 좋은 사이즈 당도 높은 국산 꿀고구마(중) 2/3kg 13회분 중(2kg), 고무장갑 - 고무장갑 그레이 중형 (1매), 시트 마스크/팩 - 크림 앰플 마스크 30매, 일회용수세미 - 깨끗한 수세미 60매 롤형, 주방용 캠핑용, 고급롤화장지(3겹이상) - 100% 천연펄프 화장지 6롤, 칫솔 - 부드러운 이중미세모 칫솔 10개입, 앰플 - 락토 그린 앰플 50ml, 앰플 - 멀티 비타민 앰플 50ml, 스킨/토너/화장수 - 딥 모이스처 약산성 멀티 토너 1,000ml, ","## 다음 구매 상품 예측
에센스/세럼 - [99특가] 잡티개선 고농축 비타민 세럼 20ml (1인 2개 구매제한)",0
42,"## 주문 히스토리
2023-07-06 13:48:41의 주문 내역 [동시구매]: 필터샤워기 - [골라담기] 정화 물로 즐기는 쾌적한 샤워! 클렌징 샤워기 마이크로 필터 3개입, NSF인증, 아토피협회인증, 락스/살균소독제 - [골라담기] 천연소금으로 만든 만능락스 1L, 때수건/샤워타월 - [골라담기] 풍성한 거품 생성! 촘촘한 그물망 샤워볼 4개, ","## 다음 구매 상품 예측
뚫어뻥 - 붓기만 하면 끝! 원샷 뚫어뻥 1L x 6개 1L x 6개",1
43,"## 주문 히스토리
2023-07-06 13:48:41의 주문 내역 [동시구매]: 필터샤워기 - [골라담기] 정화 물로 즐기는 쾌적한 샤워! 클렌징 샤워기 마이크로 필터 3개입, NSF인증, 아토피협회인증, 락스/살균소독제 - [골라담기] 천연소금으로 만든 만능락스 1L, 때수건/샤워타월 - [골라담기] 풍성한 거품 생성! 촘촘한 그물망 샤워볼 4개, ","## 다음 구매 상품 예측
배변봉투 - 리필봉투 4개입 (색상랜덤)",0
44,"## 주문 히스토리
2023-05-14 02:34:22의 주문 내역: 쥐포 - [더블딜] 달짝지근 옛날 쥐포(대) 5미+5미 (총 10미 한번에 배송/240g 내외) [더블딜] 쥐포(대) 5미+5미 (총 10미 한번에 배송/240g 내외), 
2023-04-29 08:50:33의 주문 내역 [동시구매]: 양념닭발 - [오늘의특가] 초간단 야식! 용기째 전자레인지에 돌려먹을 수 있는 간편한 숯불직화무뼈닭발 250g 2인분 숯불직화무뼈닭발 250g, 앞다리살 - 진한 국물을 내주는 1등급 한우 국거리 300g 1~2인분 캐처스 한우 국거리고기 300g, 누룽지 - 부담없는 아침식사로 제격! 지퍼백을 사용해서 먹기 좋은 100% 우리쌀 국산 누룽지 500g x 2개 약 10~12인분 우리쌀 국산 누룽지 500gx2, 데이크림 - [골라담기특가] 끈적임 없는 고농축 멀티밤 13g, 감자 - 포슬포슬 국산 감자(중) 1/2/3kg (5~15회분) 1kg, 참외 - [오늘의특가] 당일수확 산지직송 달콤 아삭 성주 꿀참외 못난이 가정용 로얄과 2kg 4kg 5kg 10kg 가정용+못난이 혼합 랜덤 2kg, 
2023-04-27 14:01:02의 주문 내역 [동시구매]: 간장게장 - [오늘의특가] 밥 한 공기 뚝딱하는 삼점 암 꽃게장 2kg 2~3인분, ","## 다음 구매 상품 예측
물냉면 - [더블딜]물냉면 전옵션 균일가! 함흥냉면 5인분+5인분 (총 10인분 1패키지 한번에 발송) 외 동치미함흥냉면 10인분",1
45,"## 주문 히스토리
2023-05-14 02:34:22의 주문 내역: 쥐포 - [더블딜] 달짝지근 옛날 쥐포(대) 5미+5미 (총 10미 한번에 배송/240g 내외) [더블딜] 쥐포(대) 5미+5미 (총 10미 한번에 배송/240g 내외), 
2023-04-29 08:50:33의 주문 내역 [동시구매]: 양념닭발 - [오늘의특가] 초간단 야식! 용기째 전자레인지에 돌려먹을 수 있는 간편한 숯불직화무뼈닭발 250g 2인분 숯불직화무뼈닭발 250g, 앞다리살 - 진한 국물을 내주는 1등급 한우 국거리 300g 1~2인분 캐처스 한우 국거리고기 300g, 누룽지 - 부담없는 아침식사로 제격! 지퍼백을 사용해서 먹기 좋은 100% 우리쌀 국산 누룽지 500g x 2개 약 10~12인분 우리쌀 국산 누룽지 500gx2, 데이크림 - [골라담기특가] 끈적임 없는 고농축 멀티밤 13g, 감자 - 포슬포슬 국산 감자(중) 1/2/3kg (5~15회분) 1kg, 참외 - [오늘의특가] 당일수확 산지직송 달콤 아삭 성주 꿀참외 못난이 가정용 로얄과 2kg 4kg 5kg 10kg 가정용+못난이 혼합 랜덤 2kg, 
2023-04-27 14:01:02의 주문 내역 [동시구매]: 간장게장 - [오늘의특가] 밥 한 공기 뚝딱하는 삼점 암 꽃게장 2kg 2~3인분, ","## 다음 구매 상품 예측
후크/기타걸이 - 초강력 매직후크 10p x 3개",0
46,"## 주문 히스토리
2023-05-17 04:16:08의 주문 내역 [동시구매]: 갓김치 - [더블딜] 여수 갓김치 100% 국내산 1kg+1kg 외 4종 갓김치 1kg+1kg, 여성양말 - [더블딜] 페이크 삭스 남성용, 여성용 8종 5켤레+5켤레 디몬드 여성(블랙) 10켤레, 
2023-05-09 02:03:15의 주문 내역: 양파 - [더블딜] 가성비 최고! 달달하고 아삭한 100% 국내산 23년 햇양파(중소,특상) 1.5kg+1.5kg 외 [더블딜] 중소 1.5kg+1.5kg, 
2023-04-28 05:05:13의 주문 내역: 핫도그 - [더블딜]캐처스 오리지널 핫도그300g+300g 외 [더블딜]캐처스 오리지널 핫도그300g+300g, 
2023-04-27 02:15:21의 주문 내역: 기타수산물 - [더블딜] 더위를 날리는 시원한 한치 물회 320g+320g (640g/1인분)외 한치물회 (640g/1인분), 
2023-04-26 02:03:36의 주문 내역 [동시구매]: 포기김치 - [더블딜]캐처스 100% 국산 재료로 만든 배추김치1kg+1kg 외 [더블딜]캐처스 100% 국산 재료로 만든 겉절이1kg+1kg, ","## 다음 구매 상품 예측
갓김치 - [더블딜] 여수 갓김치 100% 국내산 1kg+1kg 외 4종 [더블딜]갓김치 1kg+1kg",1
47,"## 주문 히스토리
2023-05-17 04:16:08의 주문 내역 [동시구매]: 갓김치 - [더블딜] 여수 갓김치 100% 국내산 1kg+1kg 외 4종 갓김치 1kg+1kg, 여성양말 - [더블딜] 페이크 삭스 남성용, 여성용 8종 5켤레+5켤레 디몬드 여성(블랙) 10켤레, 
2023-05-09 02:03:15의 주문 내역: 양파 - [더블딜] 가성비 최고! 달달하고 아삭한 100% 국내산 23년 햇양파(중소,특상) 1.5kg+1.5kg 외 [더블딜] 중소 1.5kg+1.5kg, 
2023-04-28 05:05:13의 주문 내역: 핫도그 - [더블딜]캐처스 오리지널 핫도그300g+300g 외 [더블딜]캐처스 오리지널 핫도그300g+300g, 
2023-04-27 02:15:21의 주문 내역: 기타수산물 - [더블딜] 더위를 날리는 시원한 한치 물회 320g+320g (640g/1인분)외 한치물회 (640g/1인분), 
2023-04-26 02:03:36의 주문 내역 [동시구매]: 포기김치 - [더블딜]캐처스 100% 국산 재료로 만든 배추김치1kg+1kg 외 [더블딜]캐처스 100% 국산 재료로 만든 겉절이1kg+1kg, ","## 다음 구매 상품 예측
삼겹살 - [99특가] 두툼하고 풍미가 일품인 살밥가득 구이용 삼겹살 500g+500g 외 (1kg/4인분) 외 구이용 삼겹살 500g*4팩",0
48,"## 주문 히스토리
2023-05-27 08:05:56의 주문 내역: 구운계란/훈제란 - 탱글탱글 신선함이 가득한 해썹 구운계란 30구 외 30구,1개, 
2023-05-15 01:28:52의 주문 내역: 방울토마토 - [정직한 농장] 산지직송 빨강 대추 방울토마토 1kg 빨강 대추 방울토마토 1kg, ","## 다음 구매 상품 예측
구운계란/훈제란 - 탱글탱글 신선함이 가득한 해썹 구운계란 30구 외 30구,1개",1
49,"## 주문 히스토리
2023-05-27 08:05:56의 주문 내역: 구운계란/훈제란 - 탱글탱글 신선함이 가득한 해썹 구운계란 30구 외 30구,1개, 
2023-05-15 01:28:52의 주문 내역: 방울토마토 - [정직한 농장] 산지직송 빨강 대추 방울토마토 1kg 빨강 대추 방울토마토 1kg, ","## 다음 구매 상품 예측
감자 - 포슬포슬 작지만 가성비 좋은 국산 알감자(50~70g 내외) 2/3kg (10회분) 3kg",0
50,"## 주문 히스토리
2023-05-08 06:44:39의 주문 내역: 구운계란/훈제란 - 쫄깃 탱글탱글 신선함이 가득한 해썹 구운계란 30구 외 30구,1개, ","## 다음 구매 상품 예측
알로에/수딩/애프터선 - 순도 99% 알로에베라 수딩젤 400ml",1
51,"## 주문 히스토리
2023-05-08 06:44:39의 주문 내역: 구운계란/훈제란 - 쫄깃 탱글탱글 신선함이 가득한 해썹 구운계란 30구 외 30구,1개, ","## 다음 구매 상품 예측
휴대용 가방걸이 - 핸드백 가방걸이 (색상랜덤)",0
52,"## 주문 히스토리
2023-06-03 00:43:47의 주문 내역 [동시구매]: 일반일자형빨대 - [골라담기] 개별포장 일자빨대 블랙 100개입, 일반주방세제 - 반짝 주방세제 480ml x 3개, 1종세제, 유아식기, 과일세척  480ml x 10개, 에센스/세럼 - [골라담기] 잡티개선 고농축 비타민 세럼 20ml (1인 3개 구매제한), 앰플 - [골라담기] 크리미 블랑 우유단백질 미백 앰플 30ml , 라텍스장갑/니트릴장갑 - [골라담기] 니트릴장갑 100매 (S/M/L) 식품용등급, 파우더free S, 
2023-06-02 04:35:28의 주문 내역 [동시구매]: 먼지제거브러쉬 - 방충망 먼지제거 롱브러쉬 (색상랜덤), 기타 휴대폰 액세서리 - 스마트폰 스탠드거치대, 휴대용 가방걸이 - 핸드백 가방걸이 (색상랜덤) x 4개, 방충망 - 물구멍방충망 5p, 세안밴드 - 고양이 세안헤어밴드 (색상랜덤), 
2023-06-02 04:29:00의 주문 내역 [동시구매]: 목살 - [오늘의특가] 풍부한 고기맛이 일품인 두툼하게 썰어낸 구이용 목살 (500g/2인분) 외 구이용 목살 500g, ","## 다음 구매 상품 예측
장아찌 - 국산 원물사용 부드러운 식감의 간장 깻잎장아찌 250g (10회분) 간장 깻잎장아찌 250g",1
53,"## 주문 히스토리
2023-06-03 00:43:47의 주문 내역 [동시구매]: 일반일자형빨대 - [골라담기] 개별포장 일자빨대 블랙 100개입, 일반주방세제 - 반짝 주방세제 480ml x 3개, 1종세제, 유아식기, 과일세척  480ml x 10개, 에센스/세럼 - [골라담기] 잡티개선 고농축 비타민 세럼 20ml (1인 3개 구매제한), 앰플 - [골라담기] 크리미 블랑 우유단백질 미백 앰플 30ml , 라텍스장갑/니트릴장갑 - [골라담기] 니트릴장갑 100매 (S/M/L) 식품용등급, 파우더free S, 
2023-06-02 04:35:28의 주문 내역 [동시구매]: 먼지제거브러쉬 - 방충망 먼지제거 롱브러쉬 (색상랜덤), 기타 휴대폰 액세서리 - 스마트폰 스탠드거치대, 휴대용 가방걸이 - 핸드백 가방걸이 (색상랜덤) x 4개, 방충망 - 물구멍방충망 5p, 세안밴드 - 고양이 세안헤어밴드 (색상랜덤), 
2023-06-02 04:29:00의 주문 내역 [동시구매]: 목살 - [오늘의특가] 풍부한 고기맛이 일품인 두툼하게 썰어낸 구이용 목살 (500g/2인분) 외 구이용 목살 500g, ","## 다음 구매 상품 예측
소불고기 - [골라담기특가] 야들야들 풍미 가득 우삼겹으로 만든 우삼겹 소불고기 1kg 4인분",0
54,"## 주문 히스토리
2023-05-30 06:31:55의 주문 내역: 망고 - [더블딜] 망고계의 끝판왕! 마하차녹 무지개 망고 1kg + 1kg 마하차녹 망고 2kg (4-7과), 
2023-05-29 06:39:43의 주문 내역 [동시구매]: 약과 - 질리지 않는 달콤함 국산 장단콩으로 만든 명품 찹쌀 약과 480g 내외, 물냉면 - [더블딜] 냉면 전옵션 균일가! 함흥냉면 5인분+5인분 (총 10인분 1패키지 한번에 발송) 사골평양냉면 10인분, 물냉면 - [더블딜] 냉면 전옵션 균일가! 함흥냉면 5인분+5인분 (총 10인분 1패키지 한번에 발송) 동치미평양냉면 10인분, 유아오일/젤 - [골라담기]초유 단백질 릴렉싱 베이비 오일, 때수건/샤워타월 - [골라담기] 파스텔 투톤 버블 샤워볼 4개, 락스/살균소독제 - [골라담기] 만능 락스 1L, 기타프라이팬 - [골라담기] 계란말이팬 26cm 대형, 국내제조, 유아 수딩밤/크림 - [골라담기] 초유 베이비 수딩 젤 130ml , 도시락김 - 입안에 풍미가 가득한 두번 구워서 바삭한 도시락김 4g*16봉 , 덴탈마스크[식약처인증] - [골라담기] 일회용 덴탈마스크 50매 (개당 32원), 고무장갑 - [골라담기특가] 고무장갑 그레이 중형 (1매), ","## 다음 구매 상품 예측
시트 섬유유연제 - [골라담기] 건조기 드라이시트 40매",1
55,"## 주문 히스토리
2023-05-30 06:31:55의 주문 내역: 망고 - [더블딜] 망고계의 끝판왕! 마하차녹 무지개 망고 1kg + 1kg 마하차녹 망고 2kg (4-7과), 
2023-05-29 06:39:43의 주문 내역 [동시구매]: 약과 - 질리지 않는 달콤함 국산 장단콩으로 만든 명품 찹쌀 약과 480g 내외, 물냉면 - [더블딜] 냉면 전옵션 균일가! 함흥냉면 5인분+5인분 (총 10인분 1패키지 한번에 발송) 사골평양냉면 10인분, 물냉면 - [더블딜] 냉면 전옵션 균일가! 함흥냉면 5인분+5인분 (총 10인분 1패키지 한번에 발송) 동치미평양냉면 10인분, 유아오일/젤 - [골라담기]초유 단백질 릴렉싱 베이비 오일, 때수건/샤워타월 - [골라담기] 파스텔 투톤 버블 샤워볼 4개, 락스/살균소독제 - [골라담기] 만능 락스 1L, 기타프라이팬 - [골라담기] 계란말이팬 26cm 대형, 국내제조, 유아 수딩밤/크림 - [골라담기] 초유 베이비 수딩 젤 130ml , 도시락김 - 입안에 풍미가 가득한 두번 구워서 바삭한 도시락김 4g*16봉 , 덴탈마스크[식약처인증] - [골라담기] 일회용 덴탈마스크 50매 (개당 32원), 고무장갑 - [골라담기특가] 고무장갑 그레이 중형 (1매), ","## 다음 구매 상품 예측
방충망 - 물구멍방충망 5p",0
56,"## 주문 히스토리
2023-07-15 17:29:00의 주문 내역: 임연수 - 국산 천일염으로 밑간한 반건조 순살 임연수 240g (2인분) 외 반건조 임연수 10마리 5봉 1.2kg 내외, 
2023-07-15 08:32:03의 주문 내역: 옥수수 - 쫀득쫀득 맛있는 무첨가 대/특대/홍찰옥수수10~20개입 홍찰옥수수 특대 15개입, 
2023-07-15 08:23:23의 주문 내역: 꿀고구마 - 먹기 좋은 사이즈 고당도 국산 꿀고구마(긴중) 2kg (13회분) 외 3kg, 
2023-07-04 14:33:54의 주문 내역 [동시구매]: 꿀고구마 - 먹기 좋은 사이즈 당도 높은 국산 꿀고구마(긴중) 2/3kg 13회분 3kg, 구운계란/훈제란 - 촉촉한 짜지않아서 맛있는 반숙란(대란) 20구/30구  20구,1판, 기타닭고기가공육 - [99특가] 겉바속촉 미친가성비 에어프라이어용 ""순살""치킨 600g 2인분 외 치킨(뼈/국내산/950g±50),1팩, 기타건어물 - 다양한 맛을 즐길 수 있는 주전부리 강원도산 먹태마루(간장맛/매운맛/버터맛) 30g 3회분 버터맛 30g, 간편닭가슴살 - 네이처그램 치큐 스팀 닭가슴살(오리지널/후추/훈제) 3종 100g x 10팩 치큐 닭가슴살 오리지널 100g × 10팩, ","## 다음 구매 상품 예측
복숭아 - 입안 가득 퍼지는 달콤한 풍미! 딱딱이 백도 1.5kg, 3kg, 4kg 딱딱이백도 3kg / 중과 / 14-17과 내외",1
